input	ost_ilddt	ost_qs_global	ost_qs_best	ost_ics	ost_ips	ost_dockq_ave
H0223TS028_1__H0223TS014_3	0.668	0.708	0.708	0.682	0.797	0.345
H0223TS028_2__H0223TS208_1	0.802	0.87	0.87	0.852	0.854	0.432
H0223TS028_4__H0223TS163_5	0.825	0.696	0.696	0.737	0.788	0.392
H0223TS028_4__H0223TS262_1	0.755	0.623	0.623	0.676	0.712	0.228
H0223TS040_4__H0223TS450_4	0.687	0.719	0.744	0.707	0.762	0.233
H0223TS040_5__H0223TS221_5	0.714	0.745	0.759	0.684	0.745	0.42
H0223TS051_2__H0223TS450_2	0.603	0.749	0.749	0.673	0.735	0.208
H0223TS051_4__H0223TS462_2	0.833	0.854	0.854	0.84	0.869	0.509
H0223TS052_4__H0223TS015_1	0.784	0.642	0.642	0.665	0.771	0.219
H0223TS052_4__H0223TS322_3	0.768	0.802	0.802	0.77	0.836	0.329
H0223TS075_3__H0223TS293_1	0.761	0.688	0.688	0.725	0.786	0.201
H0223TS110_5__H0223TS312_2	0.701	0.52	0.52	0.641	0.692	0.159
H0223TS122_5__H0223TS425_4	0.853	0.881	0.881	0.842	0.862	0.448
H0223TS139_1__H0223TS462_2	0.74	0.701	0.701	0.687	0.809	0.347
H0223TS139_3__H0223TS221_2	0.738	0.759	0.759	0.704	0.772	0.227
H0223TS148_2__H0223TS312_3	0.889	0.954	0.954	0.921	0.912	0.742
H0223TS148_3__H0223TS221_3	0.56	0.509	0.509	0.613	0.672	0.281
H0223TS148_4__H0223TS284_3	0.617	0.565	0.565	0.694	0.701	0.16
H0223TS163_4__H0223TS221_1	0.741	0.729	0.729	0.762	0.859	0.22
H0223TS164_2__H0223TS369_3	0.865	0.861	0.861	0.847	0.86	0.349
H0223TS164_4__H0223TS079_3	0.746	0.712	0.712	0.71	0.83	0.419
H0223TS167_5__H0223TS393_4	0.739	0.714	0.714	0.728	0.76	0.216
H0223TS208_5__H0223TS425_3	0.588	0.481	0.481	0.592	0.639	0.162
H0223TS219_1__H0223TS219_3	0.874	0.749	0.749	0.78	0.872	0.436
H0223TS221_1__H0223TS208_3	0.754	0.741	0.741	0.729	0.809	0.387
H0223TS221_4__H0223TS059_3	0.792	0.86	0.86	0.776	0.848	0.326
H0223TS221_4__H0223TS494_3	0.742	0.799	0.799	0.774	0.766	0.197
H0223TS241_1__H0223TS022_2	0.823	0.69	0.69	0.756	0.89	0.35
H0223TS241_1__H0223TS312_3	0.793	0.706	0.706	0.783	0.919	0.337
H0223TS241_4__H0223TS015_5	0.762	0.652	0.652	0.695	0.801	0.198
H0223TS241_4__H0223TS075_1	0.788	0.744	0.744	0.753	0.866	0.342
H0223TS241_4__H0223TS139_2	0.666	0.71	0.71	0.688	0.725	0.204
H0223TS241_5__H0223TS494_5	0.737	0.663	0.663	0.679	0.795	0.326
H0223TS261_3__H0223TS369_3	0.678	0.662	0.662	0.663	0.81	0.37
H0223TS262_3__H0223TS022_3	0.779	0.824	0.824	0.787	0.852	0.326
H0223TS267_1__H0223TS028_5	0.863	0.787	0.787	0.793	0.796	0.449
H0223TS272_1__H0223TS312_2	0.742	0.536	0.536	0.674	0.696	0.322
H0223TS272_4__H0223TS028_5	0.764	0.572	0.572	0.702	0.673	0.184
H0223TS284_3__H0223TS284_5	0.949	0.981	0.981	0.952	0.943	0.871
H0223TS286_1__H0223TS331_1	0.776	0.698	0.698	0.637	0.769	0.378
H0223TS286_3__H0223TS393_2	0.791	0.74	0.74	0.726	0.777	0.217
H0223TS293_2__H0223TS261_4	0.757	0.562	0.562	0.545	0.743	0.229
H0223TS293_4__H0223TS241_4	0.739	0.659	0.659	0.689	0.748	0.192
H0223TS294_3__H0223TS075_2	0.763	0.716	0.716	0.762	0.816	0.179
H0223TS294_5__H0223TS267_4	0.823	0.859	0.859	0.845	0.887	0.369
H0223TS298_3__H0223TS286_4	0.834	0.667	0.667	0.686	0.725	0.339
H0223TS301_4__H0223TS450_1	0.646	0.745	0.745	0.663	0.783	0.376
H0223TS301_5__H0223TS264_3	0.797	0.549	0.549	0.726	0.645	0.45
H0223TS304_4__H0223TS164_3	0.761	0.706	0.706	0.697	0.804	0.213
H0223TS304_4__H0223TS274_1	0.677	0.601	0.601	0.623	0.695	0.186
H0223TS304_5__H0223TS261_5	0.694	0.528	0.528	0.569	0.695	0.309
H0223TS319_5__H0223TS272_4	0.727	0.592	0.592	0.693	0.696	0.329
H0223TS319_5__H0223TS369_1	0.809	0.84	0.84	0.815	0.864	0.495
H0223TS322_1__H0223TS369_2	0.843	0.704	0.704	0.704	0.826	0.362
H0223TS322_4__H0223TS015_2	0.793	0.738	0.738	0.658	0.766	0.3
H0223TS322_4__H0223TS284_1	0.776	0.826	0.826	0.745	0.832	0.446
H0223TS331_4__H0223TS147_4	0.72	0.693	0.693	0.663	0.824	0.414
H0223TS375_2__H0223TS261_1	0.689	0.618	0.618	0.605	0.706	0.312
H0223TS375_2__H0223TS323_1	0.79	0.192	0.696	0.29	0.257	0.327
H0223TS380_4__H0223TS015_5	0.792	0.668	0.668	0.73	0.904	0.197
H0223TS393_1__H0223TS462_2	0.787	0.693	0.693	0.708	0.791	0.252
H0223TS393_4__H0223TS319_3	0.825	0.697	0.697	0.71	0.791	0.431
H0223TS393_4__H0223TS388_2	0.788	0.677	0.677	0.704	0.803	0.216
H0223TS397_1__H0223TS369_5	0.704	0.659	0.659	0.654	0.84	0.333
H0223TS397_2__H0223TS322_2	0.707	0.693	0.693	0.711	0.805	0.232
H0223TS419_1__H0223TS139_1	0.702	0.784	0.784	0.704	0.808	0.217
H0223TS425_3__H0223TS262_2	0.708	0.718	0.718	0.67	0.787	0.198
H0223TS456_3__H0223TS294_3	0.59	0.506	0.506	0.637	0.645	0.159
H0223TS462_5__H0223TS369_5	0.779	0.686	0.686	0.706	0.882	0.335
H0223TS475_2__H0223TS022_1	0.827	0.713	0.713	0.751	0.833	0.365
H0223TS494_3__H0223TS023_3	0.559	0.626	0.626	0.537	0.719	0.338
H0223TS494_4__H0223TS262_1	0.728	0.631	0.631	0.647	0.704	0.228
H0225TS015_1__H0225TS319_1	0.808	0.835	0.835	0.782	0.808	0.442
H0225TS015_5__H0225TS148_4	0.711	0.568	0.568	0.621	0.725	0.333
H0225TS022_2__H0225TS163_5	0.696	0.561	0.561	0.593	0.714	0.338
H0225TS022_5__H0225TS022_2	0.788	0.789	0.789	0.724	0.863	0.414
H0225TS023_4__H0225TS040_3	0.323	0.424	0.425	0.289	0.557	0.189
H0225TS028_2__H0225TS284_2	0.716	0.625	0.625	0.662	0.751	0.387
H0225TS028_3__H0225TS304_3	0.727	0.786	0.786	0.711	0.858	0.256
H0225TS040_2__H0225TS028_4	0.658	0.672	0.693	0.627	0.757	0.357
H0225TS040_2__H0225TS208_1	0.597	0.548	0.565	0.559	0.669	0.298
H0225TS051_2__H0225TS301_1	0.861	0.554	0.554	0.644	0.73	0.215
H0225TS051_3__H0225TS051_1	0.862	0.898	0.898	0.854	0.844	0.379
H0225TS052_4__H0225TS241_4	0.86	0.926	0.926	0.884	0.887	0.526
H0225TS075_4__H0225TS304_3	0.882	0.937	0.937	0.841	0.884	0.678
H0225TS075_5__H0225TS023_2	0.281	0.403	0.403	0.298	0.583	0.195
H0225TS075_5__H0225TS294_4	0.912	0.912	0.912	0.848	0.829	0.621
H0225TS075_5__H0225TS301_4	0.907	0.967	0.967	0.9	0.909	0.746
H0225TS079_2__H0225TS022_3	0.666	0.543	0.543	0.584	0.762	0.327
H0225TS079_3__H0225TS284_2	0.72	0.647	0.647	0.678	0.774	0.407
H0225TS139_2__H0225TS208_2	0.622	0.552	0.552	0.557	0.696	0.286
H0225TS147_5__H0225TS425_5	0.863	0.936	0.936	0.84	0.901	0.551
H0225TS163_2__H0225TS322_5	0.746	0.654	0.654	0.677	0.842	0.309
H0225TS163_3__H0225TS456_1	0.753	0.617	0.617	0.665	0.75	0.295
H0225TS163_5__H0225TS163_1	0.803	0.809	0.809	0.796	0.838	0.54
H0225TS164_4__H0225TS380_3	0.736	0.62	0.62	0.645	0.78	0.339
H0225TS191_2__H0225TS300_1	0.387	0.269	0.444	0.314	0.285	0.212
H0225TS196_5__H0225TS261_1	0.511	0.547	0.547	0.446	0.691	0.255
H0225TS208_1__H0225TS456_3	0.901	0.957	0.957	0.882	0.884	0.615
H0225TS208_4__H0225TS393_2	0.945	0.97	0.97	0.925	0.935	0.87
H0225TS219_2__H0225TS475_5	0.914	0.873	0.873	0.808	0.791	0.446
H0225TS219_3__H0225TS022_2	0.76	0.559	0.559	0.608	0.737	0.342
H0225TS241_3__H0225TS051_3	0.818	0.806	0.806	0.735	0.808	0.434
H0225TS261_3__H0225TS241_5	0.477	0.52	0.52	0.513	0.643	0.265
H0225TS261_3__H0225TS494_1	0.466	0.524	0.524	0.478	0.62	0.247
H0225TS261_5__H0225TS023_5	0.256	0.394	0.394	0.271	0.589	0.172
H0225TS264_3__H0225TS312_2	0.774	0.849	0.849	0.768	0.886	0.441
H0225TS264_3__H0225TS319_3	0.696	0.61	0.61	0.649	0.813	0.283
H0225TS267_3__H0225TS419_2	0.694	0.602	0.602	0.621	0.71	0.316
H0225TS272_3__H0225TS164_3	0.746	0.717	0.717	0.732	0.832	0.311
H0225TS272_5__H0225TS051_2	0.691	0.552	0.552	0.641	0.753	0.25
H0225TS274_2__H0225TS059_1	0.716	0.643	0.643	0.64	0.809	0.221
H0225TS294_4__H0225TS261_1	0.507	0.554	0.554	0.453	0.657	0.236
H0225TS298_3__H0225TS272_3	0.808	0.746	0.746	0.668	0.775	0.345
H0225TS301_4__H0225TS450_4	0.724	0.627	0.627	0.674	0.706	0.26
H0225TS304_2__H0225TS293_3	0.82	0.736	0.736	0.711	0.775	0.383
H0225TS312_3__H0225TS425_3	0.866	0.91	0.91	0.806	0.8	0.578
H0225TS312_4__H0225TS052_3	0.852	0.865	0.865	0.818	0.825	0.455
H0225TS319_4__H0225TS388_4	0.681	0.586	0.586	0.604	0.767	0.276
H0225TS319_5__H0225TS147_1	0.699	0.557	0.557	0.612	0.759	0.316
H0225TS322_3__H0225TS059_3	0.716	0.561	0.561	0.635	0.734	0.241
H0225TS331_3__H0225TS331_2	0.679	0.561	0.561	0.604	0.747	0.25
H0225TS331_4__H0225TS393_4	0.691	0.569	0.569	0.655	0.727	0.225
H0225TS345_2__H0225TS284_2	0.875	0.721	0.721	0.696	0.847	0.46
H0225TS369_1__H0225TS221_2	0.705	0.772	0.772	0.709	0.811	0.412
H0225TS369_5__H0225TS028_4	0.724	0.663	0.663	0.623	0.834	0.295
H0225TS375_3__H0225TS022_1	0.806	0.864	0.864	0.815	0.882	0.475
H0225TS380_4__H0225TS262_2	0.812	0.785	0.785	0.724	0.83	0.427
H0225TS380_5__H0225TS219_1	0.788	0.932	0.932	0.834	0.85	0.584
H0225TS393_2__H0225TS051_3	0.849	0.823	0.823	0.783	0.824	0.431
H0225TS393_4__H0225TS241_5	0.866	0.912	0.912	0.833	0.865	0.557
H0225TS393_5__H0225TS393_1	0.917	0.944	0.944	0.903	0.912	0.714
H0225TS423_1__H0225TS196_3	0.882	0.926	0.926	0.84	0.879	0.674
H0225TS423_2__H0225TS148_2	0.778	0.665	0.665	0.672	0.791	0.368
H0225TS423_3__H0225TS456_4	0.9	0.967	0.967	0.91	0.941	0.746
H0225TS423_5__H0225TS301_3	0.781	0.72	0.72	0.681	0.827	0.46
H0225TS456_2__H0225TS148_5	0.858	0.828	0.828	0.772	0.818	0.421
H0225TS456_2__H0225TS312_5	0.87	0.88	0.88	0.85	0.884	0.525
H0225TS456_3__H0225TS187_1	0.517	0.566	0.566	0.497	0.618	0.221
H0225TS456_3__H0225TS298_3	0.71	0.597	0.597	0.644	0.733	0.334
H0225TS462_2__H0225TS241_3	0.671	0.561	0.561	0.625	0.749	0.271
H0225TS462_3__H0225TS122_5	0.678	0.543	0.543	0.608	0.766	0.33
H0225TS462_6__H0225TS393_2	0.681	0.561	0.561	0.639	0.707	0.229
H0225TS468_2__H0225TS221_5	0.71	0.735	0.735	0.67	0.828	0.28
H0225TS468_2__H0225TS298_5	0.632	0.608	0.608	0.626	0.843	0.324
H0225TS468_3__H0225TS419_5	0.687	0.595	0.595	0.645	0.725	0.298
H0225TS468_4__H0225TS164_4	0.74	0.687	0.687	0.701	0.835	0.414
H0225TS475_2__H0225TS468_3	0.76	0.593	0.593	0.685	0.714	0.267
H0227TS051_1__H0227TS264_5	0.739	0.789	0.789	0.764	0.782	0.415
H0227TS051_5__H0227TS331_3	0.956	0.98	0.98	0.949	0.936	0.697
H0227TS122_1__H0227TS300_1	0.118	0.039	0.039	0.017	0.14	0.021
H0227TS122_2__H0227TS298_5	0.08	0.001	0.014	0.0	0.013	0.035
H0227TS191_1__H0227TS298_4	0.625	0.819	0.819	0.687	0.712	0.493
H0227TS196_3__H0227TS164_5	0.001	0.0	0.0	0.0	0.106	0.012
H0227TS219_2__H0227TS264_3	0.59	0.563	0.563	0.523	0.623	0.354
H0227TS219_3__H0227TS059_5	0.373	0.223	0.223	0.172	0.438	0.212
H0227TS241_5__H0227TS425_3	0.892	0.949	0.949	0.907	0.885	0.616
H0227TS261_1__H0227TS375_2	0.029	0.025	0.025	0.0	0.101	0.005
H0227TS267_2__H0227TS284_5	0.29	0.379	0.379	0.421	0.465	0.167
H0227TS267_5__H0227TS286_1	0.042	0.0	0.007	0.0	0.01	0.011
H0227TS274_1__H0227TS221_2	0.551	0.655	0.665	0.633	0.725	0.295
H0227TS274_3__H0227TS219_2	0.062	0.05	0.051	0.03	0.685	0.088
H0227TS284_1__H0227TS148_4	0.683	0.061	0.885	0.063	0.048	0.475
H0227TS286_4__H0227TS425_4	0.685	0.794	0.794	0.757	0.737	0.292
H0227TS311_3__H0227TS319_3	0.33	0.02	0.549	0.027	0.018	0.125
H0227TS311_5__H0227TS274_4	0.357	0.024	0.629	0.029	0.021	0.18
H0227TS337_4__H0227TS164_4	0.003	0.0	0.0	0.0	0.15	0.029
H0227TS369_2__H0227TS075_2	0.702	0.913	0.913	0.733	0.679	0.259
H0227TS369_4__H0227TS419_4	0.005	0.0	0.0	0.0	0.016	0.009
H0227TS369_5__H0227TS475_2	0.035	0.046	0.046	0.05	0.222	0.016
H0227TS375_1__H0227TS079_2	0.097	0.038	0.038	0.0	0.093	0.012
H0227TS375_5__H0227TS293_4	0.087	0.04	0.04	0.014	0.12	0.048
H0227TS375_5__H0227TS337_5	0.105	0.04	0.04	0.016	0.157	0.028
H0227TS393_1__H0227TS051_3	0.054	0.033	0.033	0.02	0.632	0.024
H0227TS475_1__H0227TS312_3	0.648	0.021	0.889	0.023	0.018	0.482
H0227TS475_1__H0227TS419_5	0.766	0.021	0.816	0.024	0.02	0.362
H0227TS494_4__H0227TS059_4	0.057	0.031	0.032	0.011	0.645	0.029
H0227TS494_4__H0227TS298_3	0.599	0.759	0.769	0.651	0.709	0.446
H0229TS014_3__H0229TS139_2	0.0	0.0	0.0	0.0	0.057	0.003
H0229TS014_3__H0229TS221_5	0.0	0.0	0.0	0.0	0.059	0.003
H0229TS028_5__H0229TS163_1	0.0	0.0	0.0	0.0	0.114	0.002
H0229TS040_2__H0229TS122_5	0.408	0.613	0.613	0.443	0.622	0.323
H0229TS040_5__H0229TS274_4	0.0	0.0	0.0	0.0	0.095	0.004
H0229TS051_1__H0229TS311_2	0.493	0.676	0.676	0.572	0.622	0.381
H0229TS051_5__H0229TS262_3	0.0	0.0	0.0	0.0	0.092	0.008
H0229TS052_3__H0229TS311_2	0.514	0.693	0.693	0.58	0.636	0.384
H0229TS052_4__H0229TS322_1	0.214	0.17	0.17	0.263	0.287	0.12
H0229TS052_5__H0229TS051_2	0.003	0.0	0.0	0.0	0.12	0.007
H0229TS059_5__H0229TS284_5	0.555	0.741	0.741	0.64	0.721	0.566
H0229TS079_4__H0229TS450_1	0.644	0.844	0.844	0.707	0.69	0.586
H0229TS079_5__H0229TS301_1	0.922	0.944	0.944	0.895	0.864	0.805
H0229TS122_4__H0229TS196_4	0.59	0.731	0.731	0.506	0.545	0.619
H0229TS139_5__H0229TS450_4	0.038	0.007	0.007	0.0	0.23	0.029
H0229TS148_4__H0229TS294_4	0.269	0.168	0.168	0.242	0.516	0.136
H0229TS163_1__H0229TS274_5	0.0	0.0	0.0	0.0	0.063	0.003
H0229TS196_2__H0229TS286_2	0.0	0.0	0.0	0.0	0.059	0.008
H0229TS196_4__H0229TS450_1	0.649	0.826	0.826	0.7	0.71	0.64
H0229TS208_2__H0229TS293_4	0.505	0.678	0.678	0.515	0.547	0.451
H0229TS261_5__H0229TS110_2	0.0	0.0	0.0	0.0	0.227	0.002
H0229TS264_1__H0229TS241_3	0.576	0.779	0.779	0.651	0.734	0.593
H0229TS267_3__H0229TS208_1	0.611	0.796	0.796	0.653	0.636	0.634
H0229TS284_4__H0229TS272_2	0.056	0.013	0.037	0.007	0.106	0.041
H0229TS286_1__H0229TS110_1	0.001	0.0	0.0	0.0	0.056	0.007
H0229TS286_2__H0229TS110_5	0.0	0.0	0.0	0.0	0.085	0.003
H0229TS301_1__H0229TS301_2	0.987	0.99	0.99	0.968	0.976	0.984
H0229TS301_4__H0229TS075_5	0.61	0.73	0.73	0.55	0.594	0.585
H0229TS304_2__H0229TS015_1	0.52	0.7	0.7	0.606	0.637	0.45
H0229TS311_1__H0229TS241_2	0.669	0.816	0.816	0.703	0.729	0.577
H0229TS322_1__H0229TS345_4	0.251	0.166	0.166	0.257	0.29	0.11
H0229TS322_4__H0229TS294_5	0.466	0.451	0.451	0.346	0.494	0.387
H0229TS331_2__H0229TS331_1	0.889	0.938	0.938	0.876	0.879	0.809
H0229TS331_5__H0229TS139_2	0.0	0.0	0.0	0.0	0.076	0.008
H0229TS345_3__H0229TS022_4	0.583	0.677	0.677	0.612	0.672	0.593
H0229TS345_5__H0229TS014_2	0.0	0.0	0.0	0.0	0.326	0.002
H0229TS369_3__H0229TS388_4	0.0	0.0	0.0	0.0	0.052	0.008
H0229TS375_2__H0229TS221_4	0.008	0.0	0.0	0.0	0.039	0.008
H0229TS375_4__H0229TS196_5	0.538	0.722	0.722	0.526	0.562	0.54
H0229TS375_4__H0229TS301_2	0.551	0.73	0.73	0.547	0.61	0.505
H0229TS375_5__H0229TS208_2	0.802	0.928	0.928	0.743	0.777	0.845
H0229TS419_3__H0229TS298_1	0.666	0.725	0.725	0.647	0.594	0.65
H0229TS425_1__H0229TS319_4	0.909	0.933	0.933	0.889	0.916	0.661
H0229TS456_4__H0229TS345_4	0.869	0.953	0.953	0.848	0.825	0.894
H0229TS462_4__H0229TS139_2	0.001	0.0	0.0	0.0	0.111	0.006
H0229TS475_5__H0229TS079_5	0.5	0.625	0.625	0.454	0.573	0.488
H0229TS475_5__H0229TS139_4	0.002	0.0	0.0	0.0	0.061	0.008
H0230TS015_5__H0230TS456_1	0.004	0.0	0.0	0.0	0.12	0.006
H0230TS022_3__H0230TS051_2	0.568	0.603	0.603	0.514	0.546	0.592
H0230TS023_1__H0230TS262_3	0.01	0.0	0.001	0.0	0.113	0.006
H0230TS028_2__H0230TS167_5	0.032	0.017	0.033	0.0	0.329	0.017
H0230TS028_3__H0230TS164_4	0.261	0.302	0.523	0.208	0.196	0.316
H0230TS028_5__H0230TS272_5	0.47	0.287	0.626	0.269	0.266	0.461
H0230TS075_1__H0230TS028_3	0.506	0.641	0.641	0.485	0.544	0.528
H0230TS075_2__H0230TS262_4	0.003	0.0	0.0	0.0	0.071	0.008
H0230TS079_2__H0230TS262_5	0.803	0.331	0.931	0.443	0.332	0.8
H0230TS122_1__H0230TS221_5	0.003	0.0	0.0	0.0	0.072	0.008
H0230TS147_1__H0230TS298_3	0.961	0.988	0.988	0.963	0.965	0.89
H0230TS147_2__H0230TS419_5	0.0	0.0	0.0	0.0	0.086	0.004
H0230TS167_1__H0230TS322_5	0.287	0.271	0.271	0.336	0.516	0.262
H0230TS167_2__H0230TS293_4	0.47	0.636	0.636	0.449	0.545	0.477
H0230TS196_3__H0230TS272_3	0.011	0.0	0.001	0.0	0.05	0.009
H0230TS196_4__H0230TS300_3	0.0	0.0	0.0	0.0	0.132	0.004
H0230TS208_2__H0230TS196_4	0.506	0.665	0.665	0.492	0.596	0.576
H0230TS219_1__H0230TS015_4	0.575	0.628	0.628	0.551	0.55	0.43
H0230TS219_2__H0230TS241_5	0.688	0.882	0.882	0.682	0.694	0.569
H0230TS267_2__H0230TS337_2	0.0	0.0	0.0	0.0	0.112	0.005
H0230TS319_4__H0230TS423_2	0.264	0.206	0.206	0.285	0.76	0.261
H0230TS322_4__H0230TS304_1	0.468	0.644	0.644	0.464	0.454	0.527
H0230TS331_3__H0230TS425_1	0.572	0.587	0.587	0.526	0.566	0.534
H0230TS345_1__H0230TS380_2	0.252	0.188	0.188	0.287	0.786	0.182
H0230TS375_4__H0230TS298_2	0.714	0.347	0.827	0.391	0.3	0.641
H0230TS380_3__H0230TS397_1	0.289	0.197	0.197	0.284	0.86	0.284
H0230TS423_4__H0230TS294_5	0.263	0.187	0.187	0.281	0.902	0.154
H0230TS425_1__H0230TS311_2	0.231	0.211	0.211	0.269	0.619	0.131
H0230TS450_1__H0230TS122_2	0.799	0.91	0.91	0.831	0.87	0.767
H0230TS450_3__H0230TS345_4	0.773	0.87	0.87	0.797	0.793	0.652
H0230TS450_5__H0230TS311_1	0.719	0.907	0.907	0.791	0.753	0.567
H0230TS456_2__H0230TS312_5	0.594	0.709	0.709	0.542	0.607	0.625
H0230TS462_2__H0230TS221_2	0.0	0.0	0.0	0.0	0.089	0.004
H0230TS462_2__H0230TS388_1	0.0	0.0	0.0	0.0	0.085	0.004
H0230TS475_1__H0230TS023_5	0.019	0.004	0.004	0.01	0.22	0.012
H0232TS028_4__H0232TS164_3	0.44	0.364	0.364	0.491	0.576	0.192
H0232TS040_2__H0232TS450_1	0.085	0.043	0.113	0.037	0.17	0.062
H0232TS040_4__H0232TS059_5	0.006	0.0	0.0	0.0	0.113	0.067
H0232TS051_1__H0232TS294_2	0.539	0.376	0.376	0.498	0.715	0.384
H0232TS059_1__H0232TS221_4	0.863	0.951	0.951	0.847	0.843	0.866
H0232TS075_1__H0232TS163_4	0.097	0.012	0.031	0.007	0.132	0.036
H0232TS110_1__H0232TS014_3	0.872	0.937	0.937	0.842	0.928	0.846
H0232TS122_3__H0232TS196_3	0.0	0.0	0.0	0.0	0.177	0.034
H0232TS122_5__H0232TS014_3	0.008	0.0	0.0	0.0	0.078	0.027
H0232TS139_3__H0232TS110_4	0.679	0.76	0.76	0.621	0.667	0.611
H0232TS139_4__H0232TS462_5	0.464	0.402	0.402	0.47	0.715	0.145
H0232TS148_2__H0232TS345_1	0.469	0.352	0.352	0.486	0.684	0.231
H0232TS148_3__H0232TS264_5	0.895	0.963	0.963	0.85	0.902	0.842
H0232TS167_1__H0232TS028_3	0.197	0.319	0.319	0.3	0.556	0.289
H0232TS208_2__H0232TS267_2	0.032	0.019	0.019	0.0	0.343	0.033
H0232TS208_3__H0232TS267_1	0.218	0.181	0.181	0.112	0.405	0.152
H0232TS261_4__H0232TS286_2	0.004	0.0	0.0	0.0	0.084	0.028
H0232TS264_6__H0232TS375_4	0.444	0.226	0.32	0.395	0.485	0.214
H0232TS267_2__H0232TS300_3	0.0	0.0	0.0	0.0	0.016	0.005
H0232TS272_4__H0232TS286_1	0.353	0.38	0.38	0.39	0.533	0.258
H0232TS286_5__H0232TS028_5	0.45	0.381	0.381	0.444	0.581	0.261
H0232TS293_1__H0232TS293_2	0.95	0.967	0.967	0.854	0.978	0.921
H0232TS293_5__H0232TS261_3	0.081	0.086	0.086	0.088	0.344	0.064
H0232TS298_4__H0232TS312_4	0.437	0.297	0.297	0.481	0.537	0.335
H0232TS301_2__H0232TS388_5	0.374	0.166	0.456	0.106	0.155	0.344
H0232TS304_3__H0232TS028_1	0.024	0.0	0.0	0.0	0.108	0.062
H0232TS312_2__H0232TS345_3	0.428	0.305	0.305	0.496	0.602	0.209
H0232TS319_1__H0232TS022_1	0.443	0.323	0.323	0.431	0.644	0.307
H0232TS319_4__H0232TS311_4	0.419	0.315	0.315	0.484	0.915	0.209
H0232TS323_1__H0232TS272_5	0.425	0.328	0.328	0.508	0.521	0.202
H0232TS380_3__H0232TS219_1	0.492	0.405	0.405	0.473	0.686	0.192
H0232TS380_4__H0232TS022_2	0.448	0.342	0.342	0.46	0.597	0.301
H0232TS388_4__H0232TS028_5	0.423	0.33	0.33	0.491	0.751	0.224
H0232TS388_4__H0232TS059_1	0.43	0.334	0.334	0.511	0.728	0.227
H0232TS456_1__H0232TS322_4	0.471	0.293	0.296	0.442	0.817	0.217
H0232TS456_5__H0232TS375_4	0.439	0.24	0.335	0.379	0.453	0.209
H0232TS475_2__H0232TS462_2	0.0	0.0	0.0	0.0	0.127	0.027
H0232TS475_3__H0232TS164_3	0.0	0.0	0.0	0.0	0.165	0.027
H0233TS023_2__H0233TS304_2	0.441	0.476	0.476	0.397	0.518	0.215
H0233TS023_3__H0233TS261_1	0.368	0.433	0.433	0.381	0.486	0.164
H0233TS059_4__H0233TS393_3	0.669	0.578	0.578	0.67	0.695	0.319
H0233TS079_3__H0233TS267_1	0.644	0.622	0.622	0.691	0.686	0.184
H0233TS079_5__H0233TS059_3	0.753	0.392	0.602	0.469	0.478	0.305
H0233TS114_1__H0233TS028_1	0.556	0.257	0.543	0.306	0.269	0.211
H0233TS208_3__H0233TS264_4	0.982	0.991	0.991	0.961	0.94	0.85
H0233TS208_4__H0233TS059_2	0.678	0.412	0.653	0.504	0.461	0.3
H0233TS261_2__H0233TS425_4	0.535	0.508	0.508	0.55	0.589	0.246
H0233TS264_1__H0233TS221_4	0.621	0.277	0.593	0.345	0.282	0.181
H0233TS264_4__H0233TS264_5	0.976	0.988	0.988	0.955	0.954	0.962
H0233TS286_5__H0233TS028_2	0.838	0.882	0.882	0.829	0.866	0.646
H0233TS312_2__H0233TS261_3	0.579	0.546	0.546	0.604	0.669	0.189
H0233TS337_3__H0233TS147_2	0.556	0.257	0.543	0.306	0.269	0.211
H0233TS337_5__H0233TS028_5	0.518	0.252	0.512	0.304	0.278	0.234
H0233TS369_2__H0233TS264_6	0.687	0.57	0.57	0.663	0.645	0.307
H0233TS375_5__H0233TS284_4	0.841	0.792	0.792	0.851	0.774	0.417
H0233TS393_3__H0233TS272_3	0.969	0.39	0.983	0.516	0.363	0.677
H0233TS393_4__H0233TS208_5	0.975	0.988	0.988	0.957	0.959	0.906
H0233TS475_1__H0233TS284_4	0.823	0.745	0.745	0.817	0.896	0.713
H0233TS494_5__H0233TS345_3	0.703	0.669	0.669	0.7	0.667	0.308
H0236TS022_1__H0236TS051_4	0.369	0.22	0.22	0.227	0.73	0.143
H0236TS040_1__H0236TS494_5	0.149	0.159	0.159	0.062	0.25	0.06
H0236TS040_2__H0236TS059_4	0.0	0.0	0.0	0.0	0.081	0.008
H0236TS052_3__H0236TS425_3	0.377	0.232	0.232	0.217	0.716	0.118
H0236TS075_1__H0236TS274_3	0.0	0.0	0.0	0.0	0.048	0.007
H0236TS122_3__H0236TS079_3	0.017	0.001	0.001	0.0	0.159	0.01
H0236TS148_2__H0236TS286_1	0.302	0.318	0.318	0.361	0.589	0.189
H0236TS148_4__H0236TS241_4	0.396	0.258	0.258	0.372	0.848	0.296
H0236TS163_1__H0236TS164_1	0.26	0.223	0.223	0.208	0.399	0.118
H0236TS196_5__H0236TS450_1	0.003	0.0	0.0	0.002	0.317	0.015
H0236TS241_5__H0236TS191_1	0.782	0.816	0.816	0.762	0.908	0.71
H0236TS274_1__H0236TS462_5	0.0	0.0	0.0	0.0	0.024	0.009
H0236TS301_5__H0236TS221_3	0.0	0.0	0.0	0.0	0.033	0.004
