input	cv1_target_residues	cv1_model_residues	cv1_target_atoms	cv1_model_atoms	cv3_target_atoms	cv3_model_atoms	cv4_target_atoms	cv4_model_atoms	old_global_score	voronota_js_global_score	cadscore_lt_global_score	cadscore_lt_global_f1	cadscore_lt_rm_global_score	cadscore_lt_rm_global_f1	cadscore_lt_r_global_score	cadscore_lt_r_global_f1	old_iface_score	voronota_js_iface_score	cadscore_lt_iface_score	cadscore_lt_iface_f1	cadscore_lt_rm_iface_score	cadscore_lt_rm_iface_f1	cadscore_lt_r_iface_score	cadscore_lt_r_iface_f1	old_global_time	voronota_js_global_time	cadscore_lt_global_time	cadscore_lt_rm_global_time	cadscore_lt_r_global_time	old_iface_time	voronota_js_iface_time	cadscore_lt_iface_time	cadscore_lt_rm_iface_time	cadscore_lt_r_iface_time	voronota_js_lt_global_score	voronota_js_lt_global_time	voronota_js_lt_iface_score	voronota_js_lt_iface_time
H0208TS345_1__H0208TS075_3	1292	646	10188	5092	10188	5092	10188	5092	0.295236	0.28614	0.286116	0.419165	0.43993	0.616383	0.43993	0.616383	0	0	0	0	0.325184	0.492037	0.325184	0.492037	7.84	11.26	0.46	0.51	0.49	7.93	1.18	0.11	0.17	0.14	0.28612	1.43	0	0.45
H0208TS345_5__H0208TS272_3	646	646	5094	5092	5094	5092	5094	5092	0.72325	0.722	0.721968	0.805504	0.721968	0.805504	0.721968	0.805504	0.0168801	0.0087	0.008678	0.016845	0.008678	0.016845	0.008678	0.016845	5.73	7.32	0.31	0.33	0.32	5.14	0.65	0.08	0.11	0.09	0.72197	0.96	0.00868	0.29
H0208TS369_1__H0208TS052_1	646	646	5094	5094	5094	5094	5094	5094	0.91536	0.92189	0.922184	0.954835	0.922184	0.954835	0.922184	0.954835	0.837436	0.84149	0.84335	0.901319	0.84335	0.901319	0.84335	0.901319	5.89	7.48	0.34	0.32	0.32	5.43	0.66	0.07	0.08	0.08	0.92218	0.95	0.84335	0.29
H0208TS375_3__H0208TS014_5	646	1938	5094	15282	5094	15282	5094	15282	0.785603	0.77983	0.780023	0.408259	0.780023	0.408259	0.780023	0.408259	0.0743838	0.07515	0.076492	0.01993	0.076492	0.01993	0.076492	0.01993	11.96	15.94	0.60	0.67	0.62	11.62	1.68	0.16	0.19	0.19	0.78002	1.87	0.07649	0.61
H0208TS388_3__H0208TS400_1	646	646	5092	5094	5092	5094	5092	5094	0.868406	0.87147	0.871192	0.92221	0.871192	0.92221	0.871192	0.92221	0.74954	0.74724	0.747957	0.820192	0.747957	0.820192	0.747957	0.820192	5.71	6.58	0.31	0.32	0.34	5.58	0.76	0.07	0.09	0.08	0.87119	0.94	0.74796	0.29
H0208TS388_4__H0208TS221_3	646	646	5092	5094	5092	5094	5092	5094	0.826765	0.82776	0.828022	0.891934	0.828022	0.891934	0.828022	0.891934	0.622119	0.61816	0.619673	0.72052	0.619673	0.72052	0.619673	0.72052	5.62	6.51	0.29	0.35	0.30	5.40	0.46	0.08	0.09	0.11	0.82802	0.93	0.61967	0.21
H0208TS388_5__H0208TS264_4	646	646	5092	5094	5092	5094	5092	5094	0.834826	0.83263	0.832265	0.890599	0.832265	0.890599	0.832265	0.890599	0.610443	0.60624	0.606343	0.694425	0.606343	0.694425	0.606343	0.694425	5.63	6.74	0.30	0.32	0.31	5.38	0.74	0.07	0.08	0.09	0.83227	0.95	0.60634	0.29
H0208TS388_5__H0208TS494_5	646	1292	5092	10184	5092	10184	5092	10184	0.782972	0.79398	0.794364	0.577088	0.794364	0.577088	0.794364	0.577088	0.601193	0.63103	0.631548	0.41316	0.631548	0.41316	0.631548	0.41316	9.15	11.49	0.48	0.51	0.50	8.69	1.16	0.12	0.13	0.14	0.79436	1.47	0.63155	0.44
H0208TS393_1__H0208TS079_4	646	646	5094	5092	5094	5092	5094	5092	0.855896	0.86208	0.862289	0.916876	0.862289	0.916876	0.862289	0.916876	0.716475	0.73907	0.742339	0.829277	0.742339	0.829277	0.742339	0.829277	5.86	7.20	0.29	0.30	0.30	5.36	0.67	0.06	0.09	0.08	0.86229	0.94	0.74234	0.29
H0208TS393_5__H0208TS331_5	646	1938	5094	15282	5094	15282	5094	15282	0.578134	0.55363	0.552993	0.303018	0.855183	0.450542	0.853136	0.450287	0	0	0	0	0.769324	0.330427	0.769324	0.330427	12.46	15.19	0.64	0.70	0.67	11.89	2.11	0.18	0.19	0.21	0.55299	1.96	0	0.60
H0208TS393_6__H0208TS075_4	646	646	5094	5092	5094	5092	5094	5092	0.863252	0.86787	0.868242	0.921158	0.868242	0.921158	0.868242	0.921158	0.757186	0.75596	0.758478	0.844493	0.758478	0.844493	0.758478	0.844493	5.67	6.64	0.30	0.30	0.30	5.25	0.69	0.06	0.08	0.08	0.86824	0.94	0.75848	0.29
H0208TS397_1__H0208TS147_5	646	2584	5094	20376	5094	20376	5094	20376	0.852789	0.84848	0.848583	0.351462	0.848583	0.351462	0.848583	0.351462	0.700303	0.71217	0.713063	0.220397	0.713063	0.220397	0.713063	0.220397	15.78	19.42	0.81	0.98	0.84	15.39	2.30	0.19	0.25	0.24	0.84858	2.47	0.71306	0.76
H0208TS397_5__H0208TS148_5	646	646	5094	5094	5094	5094	5094	5094	0.838943	0.83722	0.836902	0.886807	0.836902	0.886807	0.836902	0.886807	0.630086	0.64392	0.643809	0.700045	0.643809	0.700045	0.643809	0.700045	5.72	7.64	0.31	0.31	0.32	5.75	0.74	0.07	0.09	0.09	0.8369	0.95	0.64381	0.29
H0208TS419_2__H0208TS312_3	646	646	5094	5094	5094	5094	5094	5094	0.85752	0.86458	0.865021	0.918599	0.865021	0.918599	0.865021	0.918599	0.716047	0.73226	0.732314	0.791191	0.732314	0.791191	0.732314	0.791191	5.55	7.24	0.29	0.35	0.30	5.65	0.72	0.07	0.08	0.10	0.86502	0.93	0.73231	0.32
H0208TS419_2__H0208TS375_4	646	646	5094	5094	5094	5094	5094	5094	0.85921	0.86662	0.867063	0.917849	0.867063	0.917849	0.867063	0.917849	0.72271	0.74229	0.743711	0.782686	0.743711	0.782686	0.743711	0.782686	5.67	7.38	0.30	0.35	0.35	5.53	0.76	0.08	0.08	0.09	0.86706	0.99	0.74371	0.30
H0208TS419_4__H0208TS311_4	646	646	5094	5094	5094	5094	5094	5094	0.848605	0.85472	0.855206	0.905335	0.855206	0.905335	0.855206	0.905335	0.695134	0.70904	0.710619	0.758137	0.710619	0.758137	0.710619	0.758137	5.78	6.70	0.29	0.35	0.32	5.32	0.64	0.07	0.08	0.08	0.85521	0.95	0.71062	0.33
H0208TS425_3__H0208TS262_3	974	646	7714	5092	7714	5092	7714	5092	0.368433	0.35242	0.352379	0.478342	0.539253	0.705814	0.517426	0.674524	0	0	0	0	0.464142	0.602686	0	0	7.29	9.53	0.39	0.41	0.40	7.01	0.93	0.10	0.11	0.11	0.35238	1.20	0	0.37
H0208TS425_5__H0208TS267_1	1938	646	15282	5094	15282	5094	15282	5094	0.187736	0.18013	0.179953	0.303049	0.286749	0.458481	0.286749	0.458481	0	0	0	0	0.196776	0.342899	0.196776	0.342899	12.65	15.14	0.60	0.65	0.68	12.19	1.98	0.15	0.18	0.17	0.17995	1.89	0	0.59
H0208TS450_3__H0208TS380_3	1292	646	10188	5094	10188	5094	10188	5094	0.284452	0.27883	0.277832	0.448262	0.27794	0.448063	0.277832	0.448262	0.0169371	0.01571	0.015762	0.036152	0.015762	0.036152	0.015762	0.036152	9.23	11.13	0.51	0.55	0.53	8.88	1.69	0.14	0.15	0.16	0.27783	1.51	0.01576	0.50
H0208TS450_5__H0208TS375_5	646	646	5094	5094	5094	5094	5094	5094	0.892529	0.89662	0.896724	0.939351	0.896724	0.939351	0.896724	0.939351	0.740031	0.74567	0.746724	0.852366	0.746724	0.852366	0.746724	0.852366	5.64	6.01	0.29	0.30	0.30	5.23	0.76	0.07	0.08	0.09	0.89672	0.94	0.74672	0.29
H0208TS468_3__H0208TS425_2	1630	646	12954	5094	12954	5094	12954	5094	0.229271	0.21953	0.219383	0.347891	0.333213	0.509455	0.333213	0.509455	0	0	0	0	0.232806	0.389931	0.232806	0.389931	11.26	14.27	0.53	0.57	0.56	10.50	1.33	0.12	0.15	0.15	0.21938	1.69	0	0.51
H0208TS468_4__H0208TS241_1	1948	646	15428	5094	15428	5094	15428	5094	0.192815	0.18412	0.184078	0.303888	0.281377	0.447409	0.281171	0.447255	0	0	0	0	0.199451	0.338902	0.199451	0.338902	12.16	15.73	0.60	0.70	0.63	12.38	1.67	0.14	0.19	0.18	0.18408	1.91	0	0.59
H0208TS475_2__H0208TS298_3	646	646	5092	5094	5092	5094	5092	5094	0.858439	0.86497	0.864948	0.914056	0.864948	0.914056	0.864948	0.914056	0.7515	0.76444	0.763897	0.807064	0.763897	0.807064	0.763897	0.807064	5.63	7.47	0.29	0.30	0.33	5.27	0.73	0.07	0.10	0.10	0.86495	0.94	0.7639	0.33
H0208TS494_3__H0208TS051_3	1292	1292	10184	10188	10184	10188	10184	10188	0.550513	0.53361	0.533119	0.596942	0.830691	0.896678	0.79397	0.856123	0	0	0	0	0.681946	0.781314	0.12126	0.138552	12.40	15.83	0.59	0.65	0.64	11.38	1.88	0.14	0.17	0.17	0.53312	1.90	0	0.61
H0208TS494_5__H0208TS164_1	1292	1292	10184	10188	10184	10188	10184	10188	0.784796	0.78944	0.790289	0.866726	0.790289	0.866726	0.790289	0.866726	0.575214	0.59445	0.594521	0.713606	0.594521	0.713606	0.594521	0.713606	12.57	15.18	0.60	0.65	0.62	11.20	1.70	0.14	0.24	0.18	0.79029	1.90	0.59452	0.59
H0215TS014_5__H0215TS300_2	369	500	2906	3925	2906	3925	2906	3925	0.219043	0.20111	0.20151	0.207035	0.654808	0.627382	0.654808	0.627382	0	0	0	0	0	0	0	0	3.42	4.45	0.19	0.21	0.22	3.34	0.28	0.04	0.05	0.05	0.20151	0.62	0	0.19
H0215TS022_4__H0215TS197_1	369	369	2906	2902	2906	2902	2906	2902	0.745767	0.75083	0.752168	0.839629	0.752168	0.839629	0.752168	0.839629	0	0	0	0	0	0	0	0	2.87	3.69	0.17	0.25	0.20	2.64	0.27	0.06	0.04	0.04	0.75217	0.54	0	0.16
H0215TS022_4__H0215TS264_5	369	369	2906	2906	2906	2906	2906	2906	0.840167	0.8371	0.837442	0.885367	0.837442	0.885367	0.837442	0.885367	0.0020606	0.0042	0.004194	0.004399	0.004194	0.004399	0.004194	0.004399	2.78	3.48	0.17	0.17	0.17	2.74	0.29	0.04	0.04	0.05	0.83744	0.49	0.00419	0.17
H0215TS022_5__H0215TS393_1	359	369	2834	2906	2834	2906	2834	2906	0.816414	0.81797	0.81789	0.860648	0.81789	0.860648	0.81789	0.860648	0.0899386	0.12618	0.129893	0.1079	0.129893	0.1079	0.129893	0.1079	2.90	3.67	0.18	0.18	0.19	2.58	0.30	0.05	0.04	0.04	0.81789	0.54	0.12989	0.17
H0215TS023_2__H0215TS028_2	369	369	2906	2906	2906	2906	2906	2906	0.67535	0.68568	0.685377	0.764175	0.685377	0.764175	0.685377	0.764175	0	0	0	0	0	0	0	0	2.86	3.74	0.18	0.17	0.25	2.81	0.27	0.04	0.05	0.06	0.68538	0.55	0	0.18
H0215TS023_3__H0215TS337_4	369	762	2906	5963	2906	5963	2906	5963	0.230755	0.21014	0.209131	0.160689	0.58502	0.444477	0.584311	0.443254	0	0	0	0	0	0	0	0	4.79	5.95	0.26	0.29	0.26	4.11	0.36	0.06	0.07	0.07	0.20913	0.82	0	0.24
H0215TS023_4__H0215TS163_5	369	1083	2906	8567	2906	8567	2906	8567	0.66872	0.68021	0.680098	0.372371	0.682617	0.373967	0.680098	0.372371	0	0	0	0	0	0	0	0	6.69	7.79	0.35	0.39	0.36	5.62	0.91	0.08	0.11	0.09	0.6801	1.08	0	0.38
H0215TS023_5__H0215TS298_5	369	369	2906	2904	2906	2904	2906	2904	0.678429	0.68767	0.687276	0.77457	0.687276	0.77457	0.687276	0.77457	0	0	0	0	0	0	0	0	2.61	3.69	0.17	0.17	0.20	2.64	0.27	0.04	0.05	0.04	0.68728	0.55	0	0.18
H0215TS028_2__H0215TS052_4	369	369	2906	2906	2906	2906	2906	2906	0.872808	0.87589	0.87601	0.920978	0.87601	0.920978	0.87601	0.920978	0.189214	0.16204	0.161689	0.174209	0.161689	0.174209	0.161689	0.174209	2.78	3.69	0.17	0.20	0.18	2.59	0.27	0.04	0.04	0.04	0.87601	0.53	0.16169	0.17
H0215TS028_4__H0215TS264_2	369	369	2906	2906	2906	2906	2906	2906	0.862715	0.86072	0.860357	0.897976	0.860357	0.897976	0.860357	0.897976	0.125673	0.09535	0.097326	0.090742	0.097326	0.090742	0.097326	0.090742	2.53	3.37	0.16	0.18	0.19	2.38	0.27	0.05	0.05	0.05	0.86036	0.53	0.09733	0.18
H0215TS028_5__H0215TS028_4	369	369	2906	2906	2906	2906	2906	2906	0.903479	0.90287	0.902714	0.928629	0.902714	0.928629	0.902714	0.928629	0	0	0	0	0	0	0	0	2.94	3.70	0.17	0.18	0.18	2.52	0.21	0.04	0.05	0.06	0.90271	0.48	0	0.17
H0215TS052_3__H0215TS028_5	359	369	2834	2906	2834	2906	2834	2906	0.823132	0.82864	0.829042	0.872306	0.829042	0.872306	0.829042	0.872306	0	0	0	0	0	0	0	0	2.95	3.76	0.16	0.18	0.17	2.55	0.24	0.04	0.04	0.04	0.82904	0.53	0	0.18
H0215TS052_5__H0215TS298_5	359	369	2834	2904	2834	2904	2834	2904	0.850109	0.85638	0.856699	0.895174	0.856699	0.895174	0.856699	0.895174	0.100712	0.15094	0.150893	0.199852	0.150893	0.199852	0.150893	0.199852	3.05	3.39	0.17	0.17	0.19	2.87	0.22	0.03	0.04	0.04	0.8567	0.51	0.15089	0.16
H0215TS059_3__H0215TS462_3	369	369	2904	2906	2904	2906	2904	2906	0.836619	0.839	0.839636	0.890574	0.839636	0.890574	0.839636	0.890574	0	0	0	0	0	0	0	0	2.51	3.77	0.17	0.18	0.18	2.78	0.18	0.04	0.04	0.05	0.83964	0.51	0	0.18
H0215TS059_5__H0215TS323_2	369	369	2904	2906	2904	2906	2904	2906	0.835907	0.83775	0.839046	0.886795	0.839046	0.886795	0.839046	0.886795	0	0	0	0	0	0	0	0	2.93	3.47	0.18	0.18	0.18	2.68	0.17	0.03	0.04	0.04	0.83905	0.53	0	0.17
H0215TS075_2__H0215TS114_5	369	1155	2906	9020	2906	9020	2906	9020	0.373191	0.35917	0.359458	0.19348	0.596229	0.327049	0.595295	0.326164	0	0	0	0	0.021035	0.007982	0	0	6.49	8.41	0.35	0.38	0.38	6.42	0.92	0.08	0.10	0.12	0.35946	1.11	0	0.34
H0215TS075_4__H0215TS191_5	607	359	4793	2765	4793	2765	4793	2765	0.374892	0.37183	0.372299	0.525199	0.376397	0.528007	0.372299	0.525199	0	0	0	0	0	0	0	0	3.82	5.02	0.22	0.24	0.25	3.62	0.40	0.06	0.06	0.05	0.3723	0.69	0	0.23
H0215TS075_5__H0215TS059_4	607	369	4793	2904	4793	2904	4793	2904	0.480369	0.47846	0.479545	0.651066	0.480232	0.650623	0.479545	0.651066	0.0260283	0.02894	0.028197	0.053118	0.028197	0.053118	0.028197	0.053118	3.96	5.03	0.22	0.25	0.23	3.80	0.40	0.06	0.06	0.06	0.47954	0.72	0.0282	0.24
H0215TS079_2__H0215TS468_2	369	1476	2904	11624	2904	11624	2904	11624	0.39213	0.37389	0.374163	0.160107	0.827702	0.338828	0.827156	0.338797	0	0	0	0	0.008077	0.001373	0.008077	0.001373	8.62	11.25	0.56	0.52	0.49	8.18	1.47	0.10	0.13	0.15	0.37416	1.36	0	0.45
H0215TS079_3__H0215TS221_1	369	369	2904	2906	2904	2906	2904	2906	0.812997	0.82366	0.824323	0.884395	0.824323	0.884395	0.824323	0.884395	0.0262581	0.032	0.03339	0.035827	0.03339	0.035827	0.03339	0.035827	2.56	3.74	0.17	0.17	0.18	2.81	0.26	0.04	0.04	0.06	0.82432	0.52	0.03339	0.16
H0215TS079_4__H0215TS274_1	369	369	2904	2904	2904	2904	2904	2904	0.792772	0.80317	0.804697	0.867682	0.804697	0.867682	0.804697	0.867682	0	0	0	0	0	0	0	0	2.91	3.65	0.17	0.18	0.18	2.85	0.21	0.05	0.04	0.05	0.8047	0.51	0	0.16
H0215TS139_2__H0215TS494_1	369	369	2904	2904	2904	2904	2904	2904	0.781283	0.79235	0.794132	0.85331	0.794132	0.85331	0.794132	0.85331	0	0	0	0	0	0	0	0	2.81	3.66	0.17	0.17	0.19	2.75	0.22	0.03	0.04	0.04	0.79413	0.52	0	0.15
H0215TS148_4__H0215TS300_3	369	500	2906	3925	2906	3925	2906	3925	0.381907	0.36647	0.366695	0.353034	0.653922	0.626464	0.653922	0.626464	0	0	0	0	0	0	0	0	3.45	4.50	0.20	0.21	0.21	3.27	0.27	0.04	0.05	0.06	0.36669	0.63	0	0.19
H0215TS163_1__H0215TS274_3	1083	369	8567	2904	8567	2904	8567	2904	0.252042	0.24697	0.247186	0.412015	0.250233	0.414643	0.247186	0.412015	0	0	0	0	0	0	0	0	6.70	8.58	0.35	0.37	0.40	6.04	0.98	0.08	0.09	0.10	0.24719	1.07	0	0.34
H0215TS163_1__H0215TS337_1	1083	1155	8567	9020	8567	9020	8567	9020	0.228807	0.20649	0.206417	0.238064	0.304474	0.3483	0.301905	0.345161	0	0	0	0	0	0	0	0	10.24	12.80	0.56	0.68	0.56	9.66	1.67	0.13	0.17	0.18	0.20642	1.60	0	0.56
H0215TS163_4__H0215TS419_1	1083	369	8567	2906	8567	2906	8567	2906	0.258808	0.2538	0.253975	0.419393	0.254087	0.419436	0.253975	0.419393	0	0	0	0	0.000165	0.000552	0	0	6.19	8.23	0.36	0.37	0.38	5.92	0.75	0.08	0.09	0.10	0.25398	1.00	0	0.35
H0215TS163_5__H0215TS059_2	1083	369	8567	2904	8567	2904	8567	2904	0.266424	0.25841	0.258808	0.428814	0.26039	0.43038	0.258808	0.428814	0	0	0	0	0	0	0	0	6.51	8.13	0.35	0.37	0.37	5.93	1.02	0.08	0.09	0.10	0.25881	1.11	0	0.34
H0215TS164_1__H0215TS397_4	1083	1821	8567	14379	8567	14379	8567	14379	0.512666	0.49479	0.494851	0.404533	0.776517	0.621112	0.495134	0.40446	0.00102959	0.00209	0.002229	0.002018	0.013672	0.016942	0	0.000058	13.74	17.51	0.73	0.85	0.83	13.38	2.45	0.19	0.23	0.24	0.49485	2.06	0.00223	0.70
H0215TS167_3__H0215TS393_1	500	369	3925	2906	3925	2906	3925	2906	0.311907	0.30104	0.301113	0.367461	0.63582	0.762122	0.63582	0.762122	0	0	0	0	0	0	0	0	3.56	4.54	0.20	0.22	0.28	3.25	0.33	0.05	0.07	0.05	0.30111	0.64	0	0.20
H0215TS191_2__H0215TS052_5	359	359	2765	2834	2765	2834	2765	2834	0.639743	0.63276	0.632984	0.699763	0.632984	0.699763	0.632984	0.699763	0	0	0	0	0	0	0	0	2.79	3.55	0.16	0.17	0.16	2.50	0.19	0.03	0.03	0.05	0.63298	0.47	0	0.15
H0215TS196_2__H0215TS148_2	369	369	2906	2906	2906	2906	2906	2906	0.84079	0.84367	0.843961	0.900615	0.843961	0.900615	0.843961	0.900615	0.0888983	0.11404	0.114631	0.143987	0.114631	0.143987	0.114631	0.143987	2.86	3.71	0.18	0.17	0.18	2.85	0.23	0.03	0.04	0.04	0.84396	0.54	0.11463	0.17
H0215TS197_1__H0215TS298_3	369	369	2902	2904	2902	2904	2902	2904	0.729587	0.74504	0.747838	0.82929	0.747838	0.82929	0.747838	0.82929	0	0	0	0	0	0	0	0	2.78	3.77	0.16	0.18	0.20	2.51	0.24	0.04	0.05	0.04	0.74784	0.55	0	0.18
H0215TS208_2__H0215TS311_3	369	738	2906	5812	2906	5812	2906	5812	0.41547	0.40218	0.402911	0.291528	0.869481	0.600628	0.867303	0.598467	0	0	0	0	0.049832	0.037367	0	0	4.38	6.15	0.27	0.28	0.27	4.49	0.54	0.05	0.08	0.10	0.40291	0.81	0	0.24
H0215TS208_4__H0215TS262_3	369	369	2906	2904	2906	2904	2906	2904	0.816527	0.82185	0.822505	0.880161	0.822505	0.880161	0.822505	0.880161	0	0	0	0	0	0	0	0	2.63	3.75	0.16	0.17	0.19	2.53	0.28	0.03	0.04	0.04	0.82251	0.52	0	0.18
H0215TS208_5__H0215TS147_4	369	369	2906	2906	2906	2906	2906	2906	0.839592	0.84175	0.841845	0.88813	0.841845	0.88813	0.841845	0.88813	0	0	0	0	0	0	0	0	3.00	3.52	0.18	0.19	0.18	2.87	0.20	0.04	0.04	0.05	0.84184	0.55	0	0.16
H0215TS208_5__H0215TS388_5	369	369	2906	2904	2906	2904	2906	2904	0.830061	0.83095	0.831083	0.892435	0.831083	0.892435	0.831083	0.892435	0	0	0	0	0	0	0	0	3.08	3.61	0.17	0.18	0.17	2.43	0.17	0.03	0.04	0.04	0.83108	0.52	0	0.16
H0215TS221_1__H0215TS139_3	369	369	2906	2904	2906	2904	2906	2904	0.824645	0.83634	0.837696	0.896978	0.837696	0.896978	0.837696	0.896978	0.0644515	0.08625	0.087526	0.136507	0.087526	0.136507	0.087526	0.136507	2.64	3.72	0.16	0.17	0.17	2.63	0.19	0.03	0.05	0.05	0.8377	0.59	0.08753	0.19
H0215TS221_5__H0215TS015_2	369	369	2906	2906	2906	2906	2906	2906	0.833828	0.83693	0.837499	0.887792	0.837499	0.887792	0.837499	0.887792	0	0	0	0	0	0	0	0	2.44	3.64	0.18	0.17	0.17	2.73	0.28	0.04	0.05	0.04	0.8375	0.54	0	0.17
H0215TS241_5__H0215TS079_3	1583	369	12492	2904	12492	2904	12492	2904	0.0866601	0.08437	0.084545	0.152855	0.185087	0.322177	0.184899	0.322036	0	0	0	0	0.000475	0.001064	0	0	9.47	11.85	0.47	0.54	0.49	9.04	1.47	0.13	0.14	0.13	0.08454	1.45	0	0.45
H0215TS261_4__H0215TS148_2	369	369	2904	2906	2904	2906	2904	2906	0.722889	0.72074	0.720487	0.804878	0.720487	0.804878	0.720487	0.804878	0	0	0	0	0	0	0	0	2.84	3.79	0.16	0.17	0.18	2.63	0.25	0.05	0.05	0.04	0.72049	0.53	0	0.16
H0215TS262_2__H0215TS164_5	369	1083	2904	8567	2904	8567	2904	8567	0.769752	0.76479	0.765253	0.411318	0.768128	0.413413	0.765253	0.411318	0	0	0	0	0	0	0	0	6.21	8.23	0.35	0.39	0.37	5.95	1.09	0.08	0.10	0.11	0.76525	1.08	0	0.36
H0215TS262_2__H0215TS267_2	369	369	2904	2906	2904	2906	2904	2906	0.797129	0.80433	0.805563	0.880894	0.805563	0.880894	0.805563	0.880894	0.339972	0.36249	0.36321	0.540268	0.36321	0.540268	0.36321	0.540268	2.93	3.48	0.17	0.19	0.18	2.83	0.29	0.04	0.05	0.05	0.80556	0.54	0.36321	0.19
H0215TS262_3__H0215TS261_2	369	369	2904	2904	2904	2904	2904	2904	0.715679	0.72021	0.720583	0.803563	0.720583	0.803563	0.720583	0.803563	0.00167722	0.00414	0.004189	0.010821	0.004189	0.010821	0.004189	0.010821	2.95	3.86	0.17	0.17	0.17	2.62	0.32	0.04	0.07	0.05	0.72058	0.50	0.00419	0.19
H0215TS267_2__H0215TS262_5	369	369	2906	2904	2906	2904	2906	2904	0.787066	0.79518	0.796401	0.869169	0.796401	0.869169	0.796401	0.869169	0.352337	0.39777	0.396956	0.482394	0.396956	0.482394	0.396956	0.482394	2.83	3.71	0.17	0.17	0.17	2.69	0.20	0.03	0.05	0.05	0.7964	0.54	0.39696	0.17
H0215TS267_5__H0215TS319_1	369	369	2906	2906	2906	2906	2906	2906	0.842683	0.84932	0.849221	0.895086	0.849221	0.895086	0.849221	0.895086	0	0	0	0	0	0	0	0	2.99	3.67	0.17	0.18	0.17	2.86	0.22	0.04	0.04	0.05	0.84922	0.54	0	0.18
H0215TS272_4__H0215TS397_2	369	1083	2904	8567	2904	8567	2904	8567	0.716766	0.7195	0.719592	0.395642	0.720581	0.39618	0.719592	0.395642	0	0	0	0	0	0	0	0	6.12	7.98	0.35	0.37	0.38	6.29	0.94	0.08	0.10	0.10	0.71959	1.05	0	0.38
H0215TS274_4__H0215TS264_3	369	369	2904	2906	2904	2906	2904	2906	0.78085	0.78435	0.784833	0.850355	0.784833	0.850355	0.784833	0.850355	0	0	0	0	0	0	0	0	2.97	3.50	0.18	0.18	0.18	2.79	0.31	0.04	0.04	0.04	0.78483	0.54	0	0.17
H0215TS274_4__H0215TS468_5	369	1476	2904	11624	2904	11624	2904	11624	0.396512	0.38497	0.385371	0.166862	0.812839	0.340605	0.812839	0.340605	0	0	0	0	0.081973	0.016052	0.07755	0.01574	8.49	9.96	0.46	0.53	0.48	8.20	1.48	0.10	0.14	0.13	0.38537	1.40	0	0.44
H0215TS274_5__H0215TS494_5	369	369	2904	2904	2904	2904	2904	2904	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.96	3.54	0.17	0.19	0.20	2.80	0.26	0.03	0.04	0.04	1	0.54	1	0.16
H0215TS284_1__H0215TS028_1	369	369	2906	2906	2906	2906	2906	2906	0.915916	0.91367	0.913963	0.935886	0.913963	0.935886	0.913963	0.935886	0.0876527	0.13156	0.132213	0.132781	0.132213	0.132781	0.132213	0.132781	2.92	3.47	0.17	0.18	0.18	2.31	0.32	0.04	0.04	0.05	0.91396	0.56	0.13221	0.18
H0215TS284_2__H0215TS272_3	369	369	2906	2904	2906	2904	2906	2904	0.80727	0.79965	0.799902	0.858894	0.799902	0.858894	0.799902	0.858894	0	0	0	0	0	0	0	0	2.93	3.56	0.19	0.17	0.18	2.82	0.32	0.04	0.05	0.05	0.7999	0.54	0	0.19
H0215TS284_3__H0215TS312_3	369	369	2906	2906	2906	2906	2906	2906	0.860448	0.85838	0.858352	0.895334	0.858352	0.895334	0.858352	0.895334	0	0	0	0	0	0	0	0	2.96	3.72	0.17	0.19	0.18	2.68	0.29	0.03	0.05	0.05	0.85835	0.55	0	0.17
H0215TS284_5__H0215TS322_1	369	369	2906	2904	2906	2904	2906	2904	0.818765	0.82045	0.821302	0.874878	0.821302	0.874878	0.821302	0.874878	0	0	0	0	0	0	0	0	2.91	3.74	0.17	0.19	0.18	2.70	0.25	0.04	0.04	0.04	0.8213	0.56	0	0.17
H0215TS286_2__H0215TS300_5	369	1155	2906	9020	2906	9020	2906	9020	0.37461	0.36402	0.364013	0.195917	0.660278	0.355665	0.660278	0.355665	0	0	0	0	0	0	0	0	6.25	8.16	0.35	0.39	0.37	6.33	0.80	0.09	0.09	0.09	0.36401	1.14	0	0.35
H0215TS286_3__H0215TS052_1	369	369	2906	2906	2906	2906	2906	2906	0.801332	0.80429	0.804888	0.867384	0.804888	0.867384	0.804888	0.867384	0.124057	0.11211	0.110758	0.115461	0.110758	0.115461	0.110758	0.115461	2.89	3.67	0.19	0.18	0.17	2.73	0.21	0.03	0.05	0.04	0.80489	0.53	0.11076	0.16
H0215TS286_3__H0215TS164_5	369	1083	2906	8567	2906	8567	2906	8567	0.794173	0.79199	0.792662	0.419824	0.794582	0.421615	0.792662	0.419824	0	0	0	0	0.086544	0.019016	0	0	6.67	7.56	0.36	0.38	0.37	6.20	1.00	0.08	0.10	0.09	0.79266	1.05	0	0.35
H0215TS294_1__H0215TS163_5	369	1083	2906	8567	2906	8567	2906	8567	0.820247	0.81511	0.814955	0.42318	0.817856	0.424897	0.814955	0.42318	0	0	0	0	0	0	0	0	6.45	8.08	0.35	0.37	0.37	5.73	1.03	0.10	0.09	0.13	0.81495	1.09	0	0.33
