input	ost_ilddt	ost_qs_global	ost_qs_best	ost_ics	ost_ips	ost_dockq_ave	ost_dockq_wave	ost_dockq_ave_full	ost_dockq_wave_full	ost_tm_score
H0217TS219_2__H0217TS294_2	0.524	0.174	0.245	0.194	0.261	0.308	0.093	0.308	0.093	0.747
H0217TS221_1__H0217TS286_2	0.523	0.555	0.555	0.571	0.532	0.377	0.441	0.377	0.441	0.704
H0217TS221_3__H0217TS375_2	0.259	0.3	0.712	0.393	0.299	0.48	0.508	0.154	0.191	0.374
H0217TS221_4__H0217TS196_3	0.227	0.267	0.651	0.348	0.267	0.408	0.487	0.146	0.169	0.367
H0217TS241_1__H0217TS369_4	0.368	0.41	0.722	0.523	0.413	0.537	0.495	0.283	0.276	0.538
H0217TS261_2__H0217TS219_3	0.258	0.175	0.175	0.184	0.433	0.255	0.181	0.255	0.181	0.617
H0217TS261_3__H0217TS139_3	0.285	0.19	0.514	0.202	0.205	0.381	0.393	0.381	0.393	0.696
H0217TS262_1__H0217TS331_5	0.598	0.675	0.835	0.688	0.623	0.709	0.69	0.663	0.636	0.727
H0217TS262_2__H0217TS494_1	0.423	0.535	0.702	0.525	0.484	0.601	0.586	0.601	0.586	0.58
H0217TS262_4__H0217TS298_4	0.187	0.269	0.786	0.315	0.233	0.417	0.423	0.139	0.126	0.365
H0217TS264_1__H0217TS059_3	0.425	0.475	0.563	0.404	0.479	0.445	0.508	0.445	0.508	0.741
H0217TS267_1__H0217TS191_3	0.475	0.123	0.283	0.17	0.171	0.372	0.442	0.372	0.442	0.628
H0217TS267_2__H0217TS261_4	0.663	0.399	0.399	0.455	0.448	0.409	0.483	0.409	0.483	0.71
H0217TS274_3__H0217TS369_3	0.266	0.299	0.838	0.39	0.278	0.712	0.744	0.228	0.282	0.365
H0217TS274_4__H0217TS148_4	0.264	0.292	0.838	0.391	0.246	0.675	0.8	0.233	0.305	0.365
H0217TS274_5__H0217TS319_4	0.724	0.7	0.84	0.698	0.607	0.758	0.755	0.674	0.682	0.727
H0217TS284_3__H0217TS456_2	0.569	0.306	0.872	0.437	0.293	0.593	0.691	0.593	0.691	0.619
H0217TS284_4__H0217TS110_1	0.705	0.272	0.776	0.383	0.277	0.532	0.584	0.532	0.584	0.749
H0217TS286_5__H0217TS298_2	0.188	0.316	0.645	0.32	0.244	0.353	0.343	0.126	0.136	0.355
H0217TS294_1__H0217TS301_5	0.285	0.304	0.778	0.428	0.314	0.594	0.548	0.206	0.184	0.387
H0217TS298_1__H0217TS264_5	0.686	0.31	0.746	0.371	0.279	0.503	0.486	0.503	0.486	0.717
H0217TS298_2__H0217TS393_1	0.764	0.792	0.792	0.74	0.684	0.567	0.571	0.567	0.571	0.724
H0217TS298_4__H0217TS059_1	0.606	0.255	0.507	0.279	0.253	0.538	0.606	0.538	0.606	0.378
H0217TS301_4__H0217TS051_1	0.655	0.33	0.795	0.453	0.309	0.578	0.643	0.578	0.643	0.714
H0217TS301_4__H0217TS148_3	0.605	0.316	0.692	0.392	0.306	0.452	0.518	0.452	0.518	0.706
H0217TS301_5__H0217TS028_2	0.686	0.294	0.663	0.4	0.294	0.521	0.519	0.521	0.519	0.725
H0217TS304_1__H0217TS208_4	0.742	0.673	0.673	0.705	0.657	0.525	0.576	0.525	0.576	0.88
H0217TS304_4__H0217TS475_1	0.668	0.622	0.622	0.677	0.549	0.445	0.434	0.445	0.434	0.717
H0217TS312_2__H0217TS425_4	0.707	0.825	0.872	0.778	0.735	0.623	0.685	0.623	0.685	0.821
H0217TS312_5__H0217TS294_3	0.692	0.708	0.741	0.683	0.637	0.536	0.493	0.536	0.493	0.805
H0217TS319_4__H0217TS164_1	0.382	0.434	0.786	0.529	0.432	0.615	0.705	0.307	0.359	0.497
H0217TS331_2__H0217TS322_1	0.49	0.279	0.51	0.262	0.372	0.592	0.584	0.592	0.584	0.847
H0217TS331_3__H0217TS059_4	0.433	0.403	0.534	0.365	0.474	0.589	0.552	0.589	0.552	0.792
H0217TS345_1__H0217TS286_3	0.295	0.322	0.733	0.431	0.296	0.563	0.705	0.206	0.286	0.429
H0217TS345_2__H0217TS014_2	0.656	0.747	0.819	0.693	0.646	0.566	0.627	0.566	0.627	0.795
H0217TS345_3__H0217TS369_3	0.308	0.342	0.783	0.453	0.331	0.589	0.756	0.245	0.308	0.423
H0217TS345_3__H0217TS450_4	0.326	0.337	0.715	0.457	0.323	0.594	0.757	0.247	0.309	0.423
H0217TS345_5__H0217TS294_1	0.827	0.717	0.777	0.741	0.677	0.749	0.786	0.749	0.786	0.846
H0217TS369_2__H0217TS191_1	0.398	0.078	0.177	0.108	0.168	0.306	0.305	0.306	0.305	0.612
H0217TS369_2__H0217TS221_4	0.693	0.252	0.568	0.341	0.268	0.429	0.369	0.429	0.369	0.718
H0217TS369_4__H0217TS301_5	0.811	0.696	0.696	0.729	0.689	0.618	0.607	0.618	0.607	0.773
H0217TS369_5__H0217TS075_5	0.82	0.638	0.638	0.707	0.669	0.594	0.554	0.594	0.554	0.786
H0217TS375_1__H0217TS312_3	0.642	0.328	0.724	0.404	0.312	0.539	0.553	0.539	0.553	0.722
H0217TS375_3__H0217TS261_2	0.531	0.428	0.428	0.467	0.493	0.365	0.416	0.365	0.416	0.685
H0217TS375_3__H0217TS304_1	0.789	0.794	0.794	0.796	0.749	0.587	0.632	0.587	0.632	0.842
H0217TS375_3__H0217TS393_2	0.708	0.769	0.769	0.76	0.69	0.488	0.531	0.488	0.531	0.756
H0217TS393_1__H0217TS052_1	0.681	0.315	0.83	0.449	0.303	0.642	0.81	0.642	0.81	0.655
H0217TS393_1__H0217TS369_3	0.734	0.801	0.801	0.781	0.701	0.477	0.586	0.477	0.586	0.727
H0217TS393_3__H0217TS261_1	0.447	0.367	0.367	0.398	0.399	0.324	0.316	0.324	0.316	0.703
H0217TS393_6__H0217TS110_5	0.739	0.327	0.821	0.434	0.294	0.497	0.555	0.497	0.555	0.716
H0217TS425_2__H0217TS147_4	0.841	0.792	0.871	0.797	0.691	0.722	0.814	0.722	0.814	0.864
H0217TS425_2__H0217TS294_5	0.853	0.722	0.756	0.766	0.713	0.685	0.79	0.685	0.79	0.847
H0217TS425_3__H0217TS122_1	0.329	0.352	0.794	0.468	0.335	0.694	0.796	0.283	0.342	0.434
H0217TS450_3__H0217TS264_1	0.072	0.063	0.106	0.053	0.19	0.017	0.034	0.017	0.034	0.25
H0217TS450_5__H0217TS298_5	0.577	0.733	0.733	0.732	0.638	0.479	0.508	0.479	0.508	0.742
H0217TS456_3__H0217TS022_2	0.796	0.816	0.87	0.854	0.758	0.748	0.858	0.748	0.858	0.774
H0217TS462_4__H0217TS262_5	0.681	0.638	0.638	0.66	0.553	0.464	0.462	0.464	0.462	0.717
H0217TS462_4__H0217TS286_5	0.441	0.597	0.597	0.484	0.527	0.291	0.32	0.291	0.32	0.814
H0217TS475_5__H0217TS075_4	0.745	0.802	0.802	0.759	0.781	0.496	0.563	0.496	0.563	0.806
H0217TS494_3__H0217TS022_1	0.726	0.772	0.781	0.761	0.696	0.732	0.751	0.732	0.751	0.728
H0217TS494_4__H0217TS312_3	0.654	0.681	0.848	0.68	0.579	0.758	0.811	0.699	0.77	0.73
H0220TS014_4__H0220TS462_1	0.452	0.438	0.438	0.408	0.64	0.125	0.165	0.125	0.165	0.738
H0220TS015_5__H0220TS393_4	0.0	0.0	0.0	0.0	0.034	0.01	0.01	0.001	0.0	0.741
H0220TS022_1__H0220TS059_1	0.537	0.645	0.716	0.658	0.63	0.254	0.375	0.254	0.375	0.731
H0220TS022_5__H0220TS051_1	0.724	0.562	0.718	0.596	0.616	0.302	0.292	0.302	0.292	0.9
H0220TS022_5__H0220TS221_1	0.639	0.626	0.753	0.605	0.537	0.21	0.22	0.21	0.22	0.837
H0220TS028_5__H0220TS196_1	0.0	0.0	0.0	0.0	0.17	0.006	0.006	0.001	0.0	0.672
H0220TS040_2__H0220TS163_4	0.007	0.002	0.005	0.0	0.136	0.008	0.008	0.008	0.008	0.889
H0220TS040_3__H0220TS059_4	0.0	0.0	0.0	0.0	0.016	0.005	0.005	0.005	0.005	0.872
H0220TS051_3__H0220TS022_4	0.512	0.587	0.853	0.621	0.554	0.379	0.438	0.379	0.438	0.727
H0220TS051_3__H0220TS059_5	0.428	0.53	0.843	0.584	0.456	0.309	0.422	0.309	0.422	0.665
H0220TS051_3__H0220TS298_5	0.374	0.444	0.444	0.453	0.503	0.091	0.14	0.091	0.14	0.724
H0220TS051_4__H0220TS369_3	0.105	0.238	0.238	0.144	0.141	0.037	0.037	0.037	0.037	0.911
H0220TS052_5__H0220TS375_2	0.558	0.384	0.612	0.378	0.455	0.374	0.332	0.374	0.332	0.854
H0220TS059_4__H0220TS167_5	0.716	0.66	0.852	0.7	0.611	0.476	0.69	0.476	0.69	0.789
H0220TS075_5__H0220TS015_2	0.487	0.637	0.814	0.678	0.56	0.314	0.4	0.236	0.327	0.461
H0220TS079_2__H0220TS208_1	0.708	0.12	0.693	0.197	0.143	0.249	0.249	0.249	0.249	0.892
H0220TS079_4__H0220TS393_5	0.656	0.706	0.706	0.725	0.548	0.286	0.286	0.286	0.286	0.909
H0220TS079_5__H0220TS393_3	0.36	0.72	0.72	0.613	0.606	0.332	0.332	0.332	0.332	0.906
H0220TS110_1__H0220TS110_3	0.94	0.931	0.931	0.946	0.934	0.566	0.523	0.566	0.523	0.967
H0220TS110_2__H0220TS369_2	0.005	0.012	0.053	0.005	0.049	0.018	0.018	0.002	0.002	0.685
H0220TS110_3__H0220TS163_3	0.391	0.254	0.254	0.293	0.38	0.105	0.18	0.105	0.18	0.711
H0220TS110_5__H0220TS450_2	0.53	0.573	0.573	0.664	0.522	0.135	0.234	0.135	0.234	0.683
H0220TS122_3__H0220TS304_5	0.083	0.1	0.839	0.171	0.121	0.386	0.386	0.032	0.041	0.409
H0220TS122_5__H0220TS462_5	0.424	0.375	0.409	0.401	0.545	0.149	0.158	0.112	0.14	0.523
H0220TS147_2__H0220TS028_2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
H0220TS148_3__H0220TS286_3	0.447	0.457	0.457	0.524	0.469	0.117	0.185	0.117	0.185	0.688
H0220TS148_4__H0220TS196_2	0.004	0.003	0.008	0.0	0.111	0.006	0.006	0.001	0.001	0.662
H0220TS163_1__H0220TS298_3	0.332	0.35	0.35	0.27	0.369	0.192	0.119	0.192	0.119	0.763
H0220TS167_1__H0220TS267_2	0.001	0.0	0.0	0.0	0.117	0.004	0.004	0.0	0.0	0.671
H0220TS167_4__H0220TS450_4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
H0220TS167_5__H0220TS419_1	0.681	0.649	0.649	0.688	0.677	0.269	0.285	0.269	0.285	0.658
H0220TS196_3__H0220TS079_4	0.0	0.0	0.0	0.0	0.045	0.006	0.006	0.006	0.006	0.862
H0220TS196_4__H0220TS312_4	0.006	0.003	0.005	0.001	0.132	0.004	0.004	0.004	0.004	0.854
H0220TS196_5__H0220TS393_3	0.001	0.001	0.001	0.0	0.077	0.009	0.009	0.009	0.009	0.852
H0220TS208_2__H0220TS122_4	0.58	0.488	0.559	0.538	0.516	0.264	0.25	0.264	0.25	0.858
H0220TS208_5__H0220TS051_1	0.571	0.53	0.53	0.572	0.618	0.274	0.267	0.274	0.267	0.894
H0220TS219_1__H0220TS294_5	0.527	0.427	0.427	0.346	0.548	0.084	0.122	0.084	0.122	0.72
H0220TS219_1__H0220TS462_1	0.676	0.406	0.406	0.345	0.598	0.087	0.117	0.087	0.117	0.721
H0220TS219_4__H0220TS051_3	0.496	0.259	0.259	0.186	0.463	0.079	0.06	0.079	0.06	0.739
H0220TS221_4__H0220TS122_5	0.588	0.501	0.547	0.542	0.649	0.305	0.263	0.305	0.263	0.891
H0220TS241_3__H0220TS014_4	0.298	0.16	0.415	0.169	0.305	0.106	0.148	0.106	0.148	0.815
H0220TS241_4__H0220TS272_4	0.558	0.474	0.474	0.529	0.66	0.247	0.271	0.247	0.271	0.849
H0220TS241_4__H0220TS393_5	0.083	0.117	0.8	0.165	0.131	0.315	0.315	0.035	0.038	0.688
H0220TS261_2__H0220TS015_1	0.011	0.006	0.021	0.005	0.107	0.013	0.013	0.013	0.013	0.671
H0220TS264_1__H0220TS380_3	0.694	0.698	0.698	0.712	0.676	0.277	0.331	0.277	0.331	0.9
H0220TS267_4__H0220TS167_4	0.0	0.0	0.0	0.0	0.093	0.002	0.002	0.002	0.002	0.872
H0220TS267_5__H0220TS274_2	0.006	0.001	0.001	0.0	0.205	0.017	0.017	0.017	0.017	0.852
H0220TS272_1__H0220TS028_2	0.379	0.423	0.423	0.481	0.624	0.161	0.175	0.161	0.175	0.814
H0220TS272_4__H0220TS298_1	0.232	0.316	0.316	0.346	0.451	0.076	0.115	0.076	0.115	0.679
H0220TS274_1__H0220TS267_4	0.0	0.0	0.0	0.0	0.123	0.009	0.009	0.009	0.009	0.856
H0220TS274_2__H0220TS284_3	0.434	0.093	0.644	0.15	0.122	0.204	0.204	0.204	0.204	0.898
H0220TS286_1__H0220TS274_5	0.093	0.108	0.449	0.177	0.13	0.287	0.287	0.041	0.041	0.694
H0220TS298_1__H0220TS462_5	0.526	0.39	0.39	0.429	0.49	0.143	0.191	0.143	0.191	0.712
H0220TS298_4__H0220TS284_1	0.54	0.386	0.449	0.428	0.448	0.195	0.198	0.195	0.198	0.703
H0220TS301_4__H0220TS022_1	0.45	0.56	0.851	0.581	0.502	0.302	0.305	0.247	0.253	0.436
H0220TS301_5__H0220TS272_2	0.459	0.435	0.481	0.493	0.526	0.224	0.29	0.168	0.237	0.494
H0220TS319_1__H0220TS331_2	0.633	0.577	0.577	0.645	0.65	0.236	0.259	0.236	0.259	0.886
H0220TS319_2__H0220TS311_5	0.0	0.0	0.0	0.0	0.008	0.002	0.002	0.0	0.0	0.598
H0220TS319_3__H0220TS475_1	0.718	0.638	0.752	0.68	0.545	0.337	0.339	0.337	0.339	0.876
H0220TS322_2__H0220TS475_5	0.647	0.382	0.422	0.362	0.553	0.11	0.122	0.11	0.122	0.722
H0220TS322_4__H0220TS284_5	0.684	0.474	0.54	0.473	0.531	0.167	0.199	0.167	0.199	0.822
H0220TS322_4__H0220TS286_4	0.57	0.463	0.463	0.457	0.546	0.1	0.157	0.1	0.157	0.563
H0220TS331_2__H0220TS122_2	0.467	0.332	0.408	0.373	0.446	0.108	0.177	0.108	0.177	0.711
H0220TS331_5__H0220TS425_3	0.134	0.043	0.215	0.03	0.133	0.041	0.041	0.041	0.041	0.881
H0220TS345_2__H0220TS196_1	0.001	0.0	0.0	0.0	0.182	0.005	0.005	0.0	0.0	0.66
H0220TS345_2__H0220TS293_5	0.075	0.085	0.853	0.138	0.111	0.424	0.424	0.042	0.04	0.686
H0220TS345_2__H0220TS311_2	0.074	0.084	0.592	0.119	0.141	0.29	0.29	0.029	0.028	0.689
H0220TS345_2__H0220TS393_1	0.033	0.077	0.58	0.069	0.092	0.17	0.17	0.017	0.016	0.689
H0220TS345_3__H0220TS163_3	0.387	0.268	0.268	0.304	0.403	0.107	0.167	0.107	0.167	0.699
H0220TS345_4__H0220TS110_5	0.41	0.114	0.661	0.138	0.147	0.14	0.14	0.14	0.14	0.896
H0220TS345_4__H0220TS369_3	0.163	0.391	0.391	0.255	0.222	0.062	0.062	0.062	0.062	0.913
H0220TS369_1__H0220TS241_1	0.0	0.0	0.0	0.0	0.042	0.004	0.004	0.004	0.004	0.886
H0220TS369_1__H0220TS294_1	0.0	0.0	0.0	0.0	0.074	0.002	0.002	0.002	0.002	0.887
H0220TS369_5__H0220TS462_6	0.0	0.0	0.0	0.0	0.051	0.003	0.003	0.003	0.003	0.858
H0220TS375_5__H0220TS148_3	0.406	0.449	0.496	0.451	0.585	0.179	0.188	0.134	0.162	0.488
H0220TS375_5__H0220TS294_4	0.23	0.23	0.253	0.283	0.393	0.102	0.118	0.076	0.102	0.412
H0220TS380_2__H0220TS022_3	0.713	0.728	0.742	0.745	0.766	0.369	0.425	0.369	0.425	0.891
H0220TS380_5__H0220TS059_3	0.417	0.484	0.852	0.519	0.482	0.312	0.403	0.312	0.403	0.647
H0220TS388_2__H0220TS294_4	0.376	0.361	0.46	0.362	0.401	0.273	0.382	0.273	0.382	0.794
H0220TS388_3__H0220TS221_5	0.682	0.498	0.724	0.571	0.497	0.303	0.485	0.303	0.485	0.796
H0220TS388_5__H0220TS163_4	0.458	0.544	0.67	0.492	0.459	0.232	0.328	0.232	0.328	0.819
H0220TS393_4__H0220TS311_1	0.672	0.532	0.532	0.547	0.403	0.301	0.301	0.301	0.301	0.951
H0220TS393_6__H0220TS147_1	0.286	0.056	0.419	0.054	0.113	0.096	0.096	0.096	0.096	0.885
H0220TS397_1__H0220TS294_5	0.157	0.26	0.347	0.28	0.269	0.058	0.097	0.039	0.069	0.336
H0220TS397_1__H0220TS393_5	0.0	0.0	0.0	0.0	0.031	0.004	0.004	0.0	0.0	0.331
H0220TS419_1__H0220TS331_4	0.101	0.121	0.489	0.195	0.152	0.27	0.27	0.03	0.043	0.688
H0220TS419_5__H0220TS475_2	0.717	0.625	0.743	0.671	0.551	0.305	0.337	0.305	0.337	0.798
H0220TS425_2__H0220TS298_2	0.397	0.507	0.507	0.542	0.566	0.12	0.182	0.12	0.182	0.693
H0220TS425_3__H0220TS219_4	0.093	0.265	0.265	0.193	0.501	0.091	0.111	0.091	0.111	0.77
H0220TS425_3__H0220TS419_5	0.59	0.686	0.686	0.691	0.628	0.226	0.259	0.226	0.259	0.81
H0220TS425_5__H0220TS419_5	0.134	0.053	0.207	0.038	0.141	0.04	0.04	0.04	0.04	0.884
H0220TS450_1__H0220TS075_5	0.578	0.467	0.544	0.525	0.454	0.227	0.241	0.227	0.241	0.668
H0220TS450_1__H0220TS294_1	0.583	0.534	0.534	0.606	0.51	0.188	0.243	0.188	0.243	0.654
H0220TS456_5__H0220TS148_1	0.754	0.558	0.645	0.59	0.675	0.339	0.283	0.339	0.283	0.926
H0220TS462_1__H0220TS456_4	0.528	0.485	0.553	0.499	0.574	0.18	0.209	0.18	0.209	0.808
H0220TS462_4__H0220TS267_5	0.002	0.0	0.001	0.0	0.164	0.005	0.005	0.0	0.001	0.658
H0220TS475_2__H0220TS274_3	0.067	0.09	0.849	0.144	0.088	0.409	0.409	0.034	0.04	0.413
H0220TS475_2__H0220TS345_1	0.597	0.557	0.648	0.637	0.595	0.289	0.334	0.217	0.27	0.512
H0220TS475_3__H0220TS294_2	0.536	0.503	0.564	0.577	0.584	0.238	0.288	0.179	0.241	0.538
H0222TS014_3__H0222TS462_6	0.851	0.918	0.918	0.842	0.86	0.494	0.738	0.494	0.738	0.922
H0222TS014_4__H0222TS219_2	0.735	0.556	0.556	0.595	0.688	0.208	0.443	0.208	0.443	0.751
H0222TS014_5__H0222TS375_4	0.791	0.841	0.841	0.824	0.903	0.474	0.741	0.474	0.741	0.934
H0222TS015_1__H0222TS219_5	0.497	0.539	0.539	0.564	0.731	0.198	0.354	0.198	0.354	0.7
H0222TS015_2__H0222TS208_2	0.833	0.894	0.894	0.789	0.865	0.624	0.67	0.624	0.67	0.934
H0222TS022_1__H0222TS040_5	0.532	0.513	0.519	0.512	0.537	0.25	0.447	0.25	0.447	0.825
H0222TS022_1__H0222TS337_3	0.541	0.3	0.537	0.345	0.307	0.211	0.386	0.211	0.386	0.809
H0222TS022_2__H0222TS300_3	0.59	0.519	0.519	0.556	0.688	0.252	0.504	0.252	0.504	0.893
H0222TS028_1__H0222TS450_3	0.519	0.349	0.654	0.368	0.333	0.22	0.394	0.22	0.394	0.766
H0222TS028_3__H0222TS241_1	0.69	0.581	0.581	0.608	0.702	0.294	0.637	0.294	0.637	0.933
H0222TS051_1__H0222TS267_4	0.663	0.62	0.62	0.61	0.697	0.223	0.367	0.223	0.367	0.752
H0222TS051_5__H0222TS122_1	0.744	0.578	0.578	0.584	0.689	0.316	0.634	0.316	0.634	0.911
H0222TS051_5__H0222TS345_4	0.833	0.743	0.743	0.759	0.906	0.346	0.748	0.346	0.748	0.922
H0222TS052_1__H0222TS494_5	0.864	0.9	0.9	0.832	0.908	0.767	0.803	0.767	0.803	0.977
H0222TS052_2__H0222TS300_4	0.547	0.455	0.475	0.473	0.599	0.241	0.455	0.241	0.455	0.888
H0222TS052_5__H0222TS312_3	0.861	0.885	0.885	0.85	0.902	0.685	0.766	0.685	0.766	0.972
H0222TS052_5__H0222TS456_3	0.982	0.989	0.989	0.97	0.975	0.965	0.965	0.965	0.965	0.995
H0222TS059_5__H0222TS425_2	0.715	0.617	0.617	0.6	0.782	0.244	0.447	0.244	0.447	0.806
H0222TS079_1__H0222TS294_1	0.702	0.563	0.563	0.552	0.743	0.289	0.509	0.289	0.509	0.892
H0222TS079_3__H0222TS110_1	0.734	0.619	0.619	0.676	0.735	0.311	0.581	0.311	0.581	0.91
H0222TS110_5__H0222TS040_5	0.636	0.614	0.631	0.647	0.645	0.254	0.593	0.254	0.593	0.82
H0222TS122_1__H0222TS059_5	0.656	0.623	0.623	0.574	0.776	0.306	0.461	0.306	0.461	0.872
H0222TS122_1__H0222TS164_5	0.902	0.912	0.912	0.879	0.917	0.835	0.859	0.835	0.859	0.988
H0222TS122_4__H0222TS272_1	0.654	0.492	0.492	0.557	0.747	0.351	0.608	0.351	0.608	0.933
H0222TS139_2__H0222TS388_4	0.694	0.707	0.707	0.651	0.806	0.433	0.592	0.433	0.592	0.92
H0222TS139_3__H0222TS274_5	0.621	0.627	0.627	0.541	0.682	0.284	0.516	0.284	0.516	0.886
H0222TS163_1__H0222TS274_5	0.741	0.683	0.683	0.62	0.724	0.445	0.627	0.445	0.627	0.932
H0222TS163_5__H0222TS262_5	0.688	0.603	0.603	0.619	0.74	0.341	0.595	0.341	0.595	0.93
H0222TS164_3__H0222TS196_4	0.729	0.352	0.793	0.416	0.424	0.365	0.542	0.365	0.542	0.897
H0222TS164_3__H0222TS425_4	0.677	0.604	0.604	0.609	0.714	0.321	0.546	0.321	0.546	0.928
H0222TS191_1__H0222TS388_1	0.521	0.293	0.475	0.265	0.398	0.337	0.465	0.337	0.465	0.913
H0222TS191_2__H0222TS331_4	0.523	0.319	0.485	0.306	0.431	0.336	0.482	0.336	0.482	0.915
H0222TS191_5__H0222TS015_5	0.52	0.293	0.467	0.309	0.379	0.335	0.471	0.335	0.471	0.91
H0222TS208_2__H0222TS322_2	0.715	0.771	0.771	0.706	0.82	0.486	0.634	0.486	0.634	0.946
H0222TS219_2__H0222TS494_2	0.719	0.704	0.704	0.665	0.832	0.394	0.481	0.394	0.481	0.842
H0222TS221_2__H0222TS147_4	0.702	0.644	0.644	0.637	0.743	0.3	0.56	0.3	0.56	0.911
H0222TS221_2__H0222TS293_3	0.709	0.587	0.587	0.632	0.76	0.294	0.49	0.294	0.49	0.871
H0222TS241_2__H0222TS110_1	0.723	0.681	0.681	0.651	0.719	0.297	0.676	0.297	0.676	0.926
H0222TS241_2__H0222TS163_4	0.737	0.683	0.683	0.673	0.818	0.336	0.7	0.336	0.7	0.932
H0222TS241_2__H0222TS345_5	0.79	0.616	0.616	0.675	0.835	0.33	0.763	0.33	0.763	0.929
H0222TS241_2__H0222TS425_4	0.735	0.688	0.688	0.677	0.799	0.316	0.664	0.316	0.664	0.921
H0222TS241_2__H0222TS494_5	0.757	0.603	0.603	0.62	0.785	0.312	0.728	0.312	0.728	0.929
H0222TS241_3__H0222TS267_2	0.741	0.764	0.764	0.727	0.872	0.372	0.617	0.372	0.617	0.911
H0222TS241_4__H0222TS262_3	0.671	0.646	0.646	0.588	0.701	0.294	0.6	0.294	0.6	0.918
H0222TS241_5__H0222TS015_4	0.685	0.623	0.623	0.661	0.745	0.267	0.494	0.267	0.494	0.848
H0222TS261_4__H0222TS191_3	0.257	0.276	0.46	0.263	0.339	0.282	0.381	0.282	0.381	0.483
H0222TS261_5__H0222TS122_5	0.543	0.617	0.617	0.522	0.627	0.298	0.473	0.298	0.473	0.908
H0222TS262_2__H0222TS494_5	0.772	0.857	0.857	0.745	0.813	0.7	0.724	0.7	0.724	0.97
H0222TS262_3__H0222TS022_1	0.684	0.595	0.595	0.528	0.644	0.293	0.572	0.293	0.572	0.921
H0222TS264_3__H0222TS293_5	0.189	0.055	0.173	0.03	0.188	0.093	0.093	0.093	0.093	0.853
H0222TS267_2__H0222TS375_4	0.871	0.933	0.933	0.9	0.91	0.594	0.675	0.594	0.675	0.901
H0222TS267_3__H0222TS456_5	0.722	0.61	0.61	0.613	0.719	0.33	0.639	0.33	0.639	0.923
H0222TS267_4__H0222TS294_2	0.779	0.63	0.63	0.68	0.791	0.247	0.468	0.247	0.468	0.765
H0222TS272_5__H0222TS051_1	0.808	0.777	0.777	0.728	0.808	0.464	0.77	0.464	0.77	0.956
H0222TS274_2__H0222TS284_2	0.869	0.95	0.95	0.85	0.878	0.827	0.854	0.827	0.854	0.987
H0222TS274_3__H0222TS051_4	0.659	0.601	0.601	0.591	0.743	0.377	0.545	0.377	0.545	0.927
H0222TS274_5__H0222TS311_2	0.658	0.358	0.747	0.396	0.433	0.346	0.551	0.346	0.551	0.924
H0222TS284_4__H0222TS301_4	0.674	0.649	0.649	0.612	0.747	0.288	0.498	0.288	0.498	0.886
H0222TS286_3__H0222TS196_5	0.787	0.317	0.731	0.393	0.353	0.355	0.719	0.355	0.719	0.912
H0222TS286_5__H0222TS040_3	0.69	0.716	0.728	0.63	0.71	0.421	0.71	0.421	0.71	0.862
H0222TS293_1__H0222TS304_5	0.709	0.602	0.602	0.591	0.794	0.276	0.474	0.276	0.474	0.856
H0222TS294_3__H0222TS388_1	0.755	0.693	0.693	0.683	0.811	0.29	0.44	0.29	0.44	0.756
H0222TS298_5__H0222TS264_4	0.819	0.694	0.694	0.65	0.796	0.397	0.615	0.397	0.615	0.938
H0222TS300_4__H0222TS462_1	0.535	0.527	0.692	0.591	0.537	0.275	0.787	0.138	0.531	0.827
H0222TS301_5__H0222TS261_3	0.568	0.598	0.598	0.522	0.698	0.305	0.554	0.305	0.554	0.895
H0222TS304_1__H0222TS261_5	0.565	0.54	0.54	0.489	0.705	0.289	0.509	0.289	0.509	0.918
H0222TS304_1__H0222TS380_1	0.814	0.795	0.795	0.784	0.841	0.51	0.75	0.51	0.75	0.961
H0222TS304_4__H0222TS114_2	0.575	0.289	0.616	0.351	0.298	0.223	0.495	0.223	0.495	0.853
H0222TS304_5__H0222TS014_1	0.643	0.594	0.594	0.605	0.726	0.286	0.558	0.286	0.558	0.916
H0222TS311_3__H0222TS397_5	0.332	0.335	0.687	0.434	0.439	0.361	0.485	0.08	0.199	0.4
H0222TS312_2__H0222TS298_1	0.655	0.593	0.593	0.606	0.733	0.324	0.57	0.324	0.57	0.928
H0222TS312_2__H0222TS419_4	0.805	0.833	0.833	0.765	0.89	0.686	0.75	0.686	0.75	0.98
H0222TS312_4__H0222TS294_5	0.681	0.624	0.624	0.637	0.773	0.23	0.406	0.23	0.406	0.788
H0222TS319_3__H0222TS450_5	0.575	0.291	0.678	0.28	0.345	0.291	0.527	0.291	0.527	0.847
H0222TS322_3__H0222TS319_2	0.758	0.736	0.736	0.752	0.898	0.367	0.445	0.367	0.445	0.759
H0222TS323_1__H0222TS264_2	0.164	0.269	0.887	0.375	0.287	0.619	0.619	0.206	0.203	0.525
H0222TS337_3__H0222TS286_1	0.276	0.335	0.672	0.409	0.342	0.239	0.611	0.119	0.263	0.463
H0222TS337_4__H0222TS219_2	0.541	0.451	0.511	0.557	0.6	0.182	0.438	0.137	0.379	0.51
H0222TS345_5__H0222TS284_4	0.88	0.91	0.91	0.87	0.937	0.701	0.715	0.701	0.715	0.935
