input	target_atoms	model_atoms	total_input_atoms	CADscoreLT_global_score	CADscoreLT_remapped_global_score	CADscoreLT_refseq_global_score	CADscoreLT_iface_score	CADscoreLT_remapped_iface_score	CADscoreLT_refseq_iface_score	CADscoreLT_remapped_global_time	ost_ilddt	ost_qs_global	ost_qs_best	ost_ics	ost_ips	ost_dockq_ave	ost_dockq_wave	ost_dockq_ave_full	ost_dockq_wave_full	ost_tm_score
H0215TS262_2__H0215TS164_5	2904	8567	11471	0.765253	0.768128	0.765253	0	0	0	0.39	0	0	0	0	0.072	0.007	0.007	0.007	0.007	0.608
H0215TS262_2__H0215TS267_2	2904	2906	5810	0.805563	0.805563	0.805563	0.36321	0.36321	0.36321	0.19	0.502	0.625	0.625	0.578	0.613	0.389	0.389	0.389	0.389	0.903
H0215TS262_3__H0215TS261_2	2904	2904	5808	0.720583	0.720583	0.720583	0.004189	0.004189	0.004189	0.17	0.058	0.066	0.066	0.015	0.117	0.023	0.023	0.023	0.023	0.626
H0215TS267_2__H0215TS262_5	2906	2904	5810	0.796401	0.796401	0.796401	0.396956	0.396956	0.396956	0.17	0.484	0.615	0.615	0.454	0.542	0.366	0.366	0.366	0.366	0.867
H0215TS267_5__H0215TS319_1	2906	2906	5812	0.849221	0.849221	0.849221	0	0	0	0.18	0.07	0.008	0.008	0	0.272	0.023	0.023	0.023	0.023	0.629
H0215TS272_4__H0215TS397_2	2904	8567	11471	0.719592	0.720581	0.719592	0	0	0	0.37	0.001	0	0	0	0.05	0.008	0.008	0.008	0.008	0.593
H0215TS274_4__H0215TS264_3	2904	2906	5810	0.784833	0.784833	0.784833	0	0	0	0.18	0.009	0.002	0.002	0	0.155	0.013	0.013	0.013	0.013	0.597
H0215TS274_4__H0215TS468_5	2904	11624	14528	0.385371	0.812839	0.812839	0	0.081973	0.07755	0.53	0.165	0.015	0.105	0.022	0.054	0.111	0.111	0.111	0.111	0.666
H0215TS274_5__H0215TS494_5	2904	2904	5808	1	1	1	1	1	1	0.19	1	1	1	1	1	1	1	1	1	1
H0215TS284_1__H0215TS028_1	2906	2906	5812	0.913963	0.913963	0.913963	0.132213	0.132213	0.132213	0.18	0.212	0.126	0.126	0.119	0.388	0.102	0.102	0.102	0.102	0.666
H0215TS284_2__H0215TS272_3	2906	2904	5810	0.799902	0.799902	0.799902	0	0	0	0.17	0.006	0	0	0	0.105	0.012	0.012	0.012	0.012	0.607
H0215TS284_3__H0215TS312_3	2906	2906	5812	0.858352	0.858352	0.858352	0	0	0	0.19	0.032	0.001	0.001	0	0.165	0.012	0.012	0.012	0.012	0.626
H0215TS284_5__H0215TS322_1	2906	2904	5810	0.821302	0.821302	0.821302	0	0	0	0.19	0.025	0	0	0	0.174	0.014	0.014	0.014	0.014	0.601
H0215TS286_2__H0215TS300_5	2906	9020	11926	0.364013	0.660278	0.660278	0	0	0	0.39	0.001	0	0	0	0.019	0.009	0.009	0.009	0.009	0.523
H0215TS286_3__H0215TS052_1	2906	2906	5812	0.804888	0.804888	0.804888	0.110758	0.110758	0.110758	0.18	0.235	0.176	0.176	0.143	0.512	0.133	0.133	0.133	0.133	0.713
H0215TS286_3__H0215TS164_5	2906	8567	11473	0.792662	0.794582	0.792662	0	0.086544	0	0.38	0.248	0.019	0.202	0.01	0.055	0.114	0.114	0.114	0.114	0.644
H0215TS294_1__H0215TS163_5	2906	8567	11473	0.814955	0.817856	0.814955	0	0	0	0.37	0.052	0.011	0.053	0	0.042	0.025	0.025	0.025	0.025	0.596
H0215TS298_1__H0215TS197_1	2904	2902	5806	0.733493	0.733493	0.733493	0	0	0	0.18	0.032	0.021	0.021	0	0.135	0.015	0.015	0.015	0.015	0.631
H0215TS298_3__H0215TS139_4	2904	2904	5808	0.86504	0.86504	0.86504	0.482047	0.482047	0.482047	0.19	0.563	0.724	0.724	0.548	0.59	0.531	0.531	0.531	0.531	0.903
H0215TS298_4__H0215TS284_1	2904	2906	5810	0.831228	0.831228	0.831228	0.093711	0.093711	0.093711	0.19	0.165	0.426	0.426	0.242	0.461	0.181	0.181	0.181	0.181	0.726
H0215TS298_4__H0215TS301_4	2904	2906	5810	0.829431	0.829431	0.829431	0	0	0	0.18	0.041	0.024	0.024	0.02	0.168	0.023	0.023	0.023	0.023	0.612
H0215TS298_5__H0215TS114_1	2904	9020	11924	0.349371	0.666347	0.65382	0	0	0	0.4	0.007	0	0.001	0	0.005	0.016	0.016	0.016	0.016	0.529
H0215TS300_5__H0215TS241_3	9020	14530	23550	0.578009	0.586505	0.535427	0	0.00192	0	0.82	0.015	0.008	0.024	0.002	0.1	0.019	0.02	0.01	0.012	0.34
H0215TS301_2__H0215TS293_4	2906	2906	5812	0.858093	0.858093	0.858093	0	0	0	0.17	0.011	0	0	0	0.134	0.008	0.008	0.008	0.008	0.631
H0215TS311_2__H0215TS051_3	5812	2906	8718	0.186294	0.397808	0.397808	0	0	0	0.31	0	0	0	0	0.094	0	0	0	0	0.303
H0215TS311_4__H0215TS122_3	5812	2904	8716	0.198734	0.424278	0.424278	0	0.003226	0	0.27	0.018	0.022	0.04	0.023	0.095	0.033	0.033	0.011	0.012	0.315
H0215TS312_3__H0215TS468_1	2906	11624	14530	0.362747	0.792193	0.791135	0	0.114515	0.114515	0.54	0.236	0.04	0.343	0.026	0.05	0.161	0.161	0.161	0.161	0.66
H0215TS319_2__H0215TS397_1	2906	9586	12492	0.378999	0.820147	0.818782	0	0	0	0.44	0	0	0	0	0.032	0.006	0.006	0.006	0.006	0.6
H0215TS319_2__H0215TS468_3	2906	11624	14530	0.373533	0.831957	0.83155	0	0	0	0.52	0.051	0.001	0.007	0	0.046	0.019	0.019	0.019	0.019	0.705
H0215TS323_2__H0215TS051_1	2906	2906	5812	0.855191	0.855191	0.855191	0	0	0	0.17	0.024	0.004	0.004	0	0.208	0.009	0.009	0.009	0.009	0.612
H0215TS331_1__H0215TS023_1	2906	2906	5812	0.66211	0.66211	0.66211	0	0	0	0.18	0.001	0	0	0	0.098	0.008	0.008	0.008	0.008	0.581
H0215TS331_4__H0215TS397_1	5812	9586	15398	0.784123	0.784698	0.784123	0.002249	0.002263	0.002249	0.57	0.048	0.019	0.04	0	0.169	0.014	0.014	0.014	0.014	0.356
H0215TS337_3__H0215TS023_2	4944	2906	7850	0.116903	0.348965	0.347247	0	0.018016	0	0.26	0.019	0.013	0.018	0	0.13	0.035	0.035	0.006	0.007	0.347
H0215TS337_3__H0215TS284_4	4944	2906	7850	0.123441	0.403765	0.401697	0	0	0	0.24	0.001	0	0	0	0.08	0.008	0.008	0.001	0.002	0.318
H0215TS369_3__H0215TS301_5	2906	2906	5812	0.864609	0.864609	0.864609	0	0	0	0.18	0.028	0.001	0.001	0	0.2	0.012	0.012	0.012	0.012	0.639
H0215TS388_1__H0215TS114_2	2904	9020	11924	0.361555	0.615428	0.614352	0	0.098591	0	0.4	0.132	0.035	0.199	0.01	0.026	0.06	0.06	0.06	0.06	0.492
H0215TS388_1__H0215TS264_2	2904	2906	5810	0.831009	0.831009	0.831009	0.131924	0.131924	0.131924	0.17	0.17	0.451	0.451	0.22	0.387	0.41	0.41	0.41	0.41	0.783
H0215TS388_1__H0215TS319_2	2904	2906	5810	0.838883	0.838883	0.838883	0.047779	0.047779	0.047779	0.17	0.135	0.208	0.208	0.09	0.265	0.069	0.069	0.069	0.069	0.651
H0215TS388_3__H0215TS425_4	2904	5812	8716	0.384008	0.833055	0.832208	0	0	0	0.27	0.011	0	0	0	0.082	0.012	0.012	0.012	0.012	0.598
H0215TS388_4__H0215TS312_3	2904	2906	5810	0.873292	0.873292	0.873292	0.076633	0.076633	0.076633	0.18	0.186	0.196	0.196	0.087	0.527	0.101	0.101	0.101	0.101	0.69
H0215TS393_3__H0215TS272_4	2906	2904	5810	0.741761	0.741761	0.741761	0	0	0	0.19	0.024	0.014	0.014	0	0.172	0.016	0.016	0.016	0.016	0.597
H0215TS397_3__H0215TS264_6	2906	2906	5812	0.82623	0.82623	0.82623	0.140932	0.140932	0.140932	0.19	0.157	0.326	0.326	0.184	0.576	0.243	0.243	0.243	0.243	0.751
H0215TS397_5__H0215TS261_2	17436	2904	20340	0.052707	0.113128	0.113128	0	0	0	0.71	0	0	0	0	0.032	0	0	0	0	0.103
H0215TS400_1__H0215TS023_1	2906	2906	5812	0.668987	0.668987	0.668987	0	0	0	0.19	0.067	0.048	0.048	0	0.305	0.049	0.049	0.049	0.049	0.627
H0215TS419_2__H0215TS272_2	2906	2904	5810	0.807123	0.807123	0.807123	0	0	0	0.2	0.013	0	0	0	0.116	0.01	0.01	0.01	0.01	0.603
H0215TS419_5__H0215TS219_5	2906	2904	5810	0.802348	0.802348	0.802348	0	0	0	0.19	0.025	0.024	0.024	0	0.158	0.014	0.014	0.014	0.014	0.61
H0215TS423_1__H0215TS425_3	5808	2906	8714	0.191445	0.406608	0.403193	0	0.048051	0	0.28	0.066	0.18	0.486	0.139	0.176	0.277	0.277	0.092	0.092	0.438
H0215TS423_2__H0215TS345_2	5808	2906	8714	0.192255	0.406105	0.403966	0	0.042947	0	0.28	0.077	0.171	0.504	0.117	0.156	0.246	0.246	0.082	0.077	0.438
H0215TS425_3__H0215TS164_1	2906	8567	11473	0.803904	0.806016	0.803904	0.005876	0.005876	0.005876	0.39	0.028	0.001	0.008	0	0.053	0.011	0.011	0.011	0.011	0.593
H0215TS450_3__H0215TS264_3	19172	2906	22078	0.055448	0.117733	0.117489	0	0	0	0.77	0.001	0.001	0.007	0	0.03	0.013	0.013	0.001	0.001	0.093
H0215TS456_2__H0215TS219_4	2834	2904	5738	0.802103	0.802103	0.802103	0	0	0	0.18	0.072	0.001	0.001	0.017	0.155	0.019	0.019	0.019	0.019	0.621
H0215TS456_2__H0215TS272_2	2834	2904	5738	0.81146	0.81146	0.81146	0	0	0	0.18	0.021	0.011	0.011	0	0.105	0.013	0.013	0.013	0.013	0.619
H0215TS456_3__H0215TS079_2	2906	2904	5810	0.856472	0.856472	0.856472	0	0	0	0.19	0.011	0	0	0	0.123	0.008	0.008	0.008	0.008	0.623
H0215TS456_3__H0215TS294_2	2906	2906	5812	0.896046	0.896046	0.896046	0.063554	0.063554	0.063554	0.17	0.177	0.155	0.155	0.117	0.314	0.095	0.095	0.095	0.095	0.715
H0215TS456_5__H0215TS023_4	2906	2906	5812	0.670662	0.670662	0.670662	0	0	0	0.17	0	0	0	0	0.033	0.008	0.008	0.008	0.008	0.587
H0215TS456_5__H0215TS284_1	2906	2906	5812	0.877424	0.877424	0.877424	0.094867	0.094867	0.094867	0.19	0.123	0.069	0.069	0.07	0.31	0.054	0.054	0.054	0.054	0.637
H0215TS462_3__H0215TS319_4	2906	5812	8718	0.379336	0.834901	0.834116	0	0	0	0.27	0.023	0	0	0	0.059	0.011	0.011	0.011	0.011	0.642
H0215TS462_4__H0215TS110_2	2906	2906	5812	0.86103	0.86103	0.86103	0	0	0	0.18	0.006	0	0	0	0.136	0.012	0.012	0.012	0.012	0.624
H0215TS475_3__H0215TS397_4	2904	14379	17283	0.386294	0.828503	0.827106	0	0	0	0.67	0.015	0	0	0	0.027	0.012	0.012	0.012	0.012	0.668
H0215TS494_3__H0215TS139_3	2904	2904	5808	0.78638	0.78638	0.78638	0	0	0	0.18	0.035	0.009	0.009	0	0.152	0.027	0.027	0.027	0.027	0.63
H0217TS014_1__H0217TS028_5	45702	45702	91404	0.323994	0.806733	0.789855	0	0.499382	0.236439	3.87	0.79	0.492	0.492	0.525	0.506	0.415	0.289	0.415	0.289	0.679
H0217TS014_3__H0217TS304_1	45702	22857	68559	0.364661	0.372112	0.364661	0.004789	0.029137	0.004789	2.87	0.101	0.077	0.172	0.053	0.159	0.114	0.051	0.032	0.021	0.203
H0217TS022_2__H0217TS293_2	37654	22851	60505	0.150609	0.426391	0.426391	0	0.284104	0.283889	2.49	0.292	0.295	0.711	0.409	0.299	0.709	0.859	0.253	0.33	0.386
H0217TS040_3__H0217TS148_2	21391	41163	62554	0.625106	0.756943	0.754455	0.249051	0.29564	0.249051	2.43	0.366	0.193	0.512	0.228	0.192	0.342	0.398	0.342	0.398	0.536
H0217TS040_5__H0217TS139_2	21391	42096	63487	0.720127	0.727303	0.720127	0.144916	0.207527	0.144916	3.08	0.242	0.133	0.439	0.133	0.176	0.294	0.349	0.294	0.349	0.574
H0217TS051_2__H0217TS191_1	38579	39680	78259	0.218647	0.617017	0.601844	0	0.478831	0.214282	3.71	0.435	0.215	0.298	0.259	0.344	0.476	0.559	0.476	0.559	0.71
H0217TS051_2__H0217TS221_2	38579	45714	84293	0.264383	0.8273	0.827202	0	0.582841	0.582841	3.73	0.646	0.698	0.748	0.653	0.619	0.515	0.616	0.515	0.616	0.839
H0217TS051_4__H0217TS110_4	38579	45714	84293	0.277362	0.904431	0.894944	0	0.834718	0.659431	3.7	0.924	0.852	0.929	0.852	0.756	0.823	0.847	0.823	0.847	0.873
H0217TS051_4__H0217TS425_3	38579	38579	77158	0.913438	0.922916	0.913438	0.631939	0.806348	0.631939	2.94	0.893	0.851	0.851	0.845	0.84	0.852	0.862	0.852	0.862	0.904
H0217TS051_5__H0217TS148_5	38579	22857	61436	0.166078	0.50219	0.498286	0	0.294955	0.238429	2.24	0.319	0.323	0.682	0.453	0.322	0.585	0.645	0.238	0.291	0.418
H0217TS052_3__H0217TS139_1	38828	42096	80924	0.323951	0.773902	0.770166	0	0.445584	0.381109	3.65	0.545	0.537	0.577	0.523	0.538	0.528	0.62	0.528	0.62	0.741
H0217TS059_2__H0217TS369_3	42096	22851	64947	0.402154	0.409288	0.402154	0.095089	0.14421	0.095089	2.64	0.24	0.212	0.596	0.23	0.228	0.49	0.481	0.174	0.15	0.364
H0217TS059_3__H0217TS331_5	42096	38579	80675	0.220961	0.7287	0.719607	0	0.356928	0.239185	3.51	0.603	0.515	0.639	0.454	0.53	0.572	0.518	0.501	0.405	0.734
H0217TS075_4__H0217TS261_4	22857	22851	45708	0.763995	0.763995	0.763995	0.445677	0.445677	0.445677	1.46	0.517	0.378	0.378	0.42	0.471	0.362	0.384	0.362	0.384	0.703
H0217TS075_4__H0217TS322_2	22857	45702	68559	0.800229	0.808763	0.800229	0.200172	0.377762	0.200172	3.18	0.385	0.137	0.261	0.138	0.197	0.314	0.356	0.314	0.356	0.727
H0217TS075_5__H0217TS450_4	22857	22857	45714	0	0.906331	0.906331	0	0.643208	0.643208	1.43	0.709	0.664	0.664	0.73	0.66	0.53	0.544	0.53	0.544	0.786
H0217TS079_3__H0217TS456_1	22857	37808	60665	0.273018	0.736089	0.730414	0	0.603999	0.475799	2.83	0.645	0.309	0.863	0.426	0.301	0.733	0.72	0.733	0.72	0.623
H0217TS110_2__H0217TS028_3	45714	45702	91416	0.343464	0.936986	0.936986	0.033359	0.878287	0.878287	3.98	0.969	0.984	0.984	0.942	0.939	0.971	0.977	0.971	0.977	1
H0217TS110_2__H0217TS274_1	45714	34264	79978	0.596127	0.613017	0.596378	0.192184	0.486232	0.192184	3.38	0.558	0.669	0.774	0.676	0.619	0.633	0.67	0.633	0.67	0.598
H0217TS122_5__H0217TS241_4	22857	34914	57771	0.310205	0.893595	0.888193	0	0.417725	0.32179	1.91	0.45	0.295	0.497	0.423	0.388	0.298	0.327	0.298	0.327	0.648
H0217TS147_3__H0217TS462_4	45714	45714	91428	0.888118	0.896408	0.888118	0.527491	0.658434	0.527491	3.94	0.753	0.719	0.719	0.749	0.689	0.536	0.559	0.536	0.559	0.788
H0217TS163_1__H0217TS219_3	22851	22851	45702	0.811809	0.811809	0.811809	0.400021	0.400021	0.400021	1.5	0.447	0.2	0.2	0.243	0.305	0.312	0.292	0.312	0.292	0.533
H0217TS163_3__H0217TS293_3	22851	22857	45708	0.847844	0.847844	0.847844	0.618832	0.618832	0.618832	1.43	0.82	0.654	0.654	0.698	0.658	0.486	0.339	0.486	0.339	0.686
H0217TS163_3__H0217TS393_4	22851	22857	45708	0.846787	0.846787	0.846787	0.566784	0.566784	0.566784	1.43	0.781	0.628	0.628	0.639	0.597	0.459	0.302	0.459	0.302	0.689
H0217TS163_4__H0217TS475_3	22851	22857	45708	0.845429	0.845429	0.845429	0.585121	0.585121	0.585121	1.44	0.765	0.633	0.633	0.629	0.582	0.402	0.366	0.402	0.366	0.68
H0217TS163_4__H0217TS494_1	22851	34264	57115	0.616165	0.628816	0.616418	0.218388	0.507516	0.218388	2.53	0.633	0.301	0.899	0.388	0.274	0.616	0.645	0.616	0.645	0.573
H0217TS164_3__H0217TS450_2	25218	22857	48075	0.084454	0.784811	0.779235	0	0.555814	0.447972	1.53	0.671	0.593	0.718	0.664	0.549	0.51	0.541	0.425	0.434	0.666
H0217TS164_4__H0217TS284_2	25218	22857	48075	0.77917	0.783962	0.77917	0.452089	0.560018	0.452089	1.56	0.64	0.625	0.74	0.664	0.563	0.486	0.52	0.405	0.437	0.668
H0217TS164_4__H0217TS319_1	25218	38579	63797	0.274179	0.849116	0.842502	0	0.692595	0.544141	2.51	0.786	0.407	0.731	0.504	0.397	0.673	0.728	0.673	0.728	0.737
H0217TS167_1__H0217TS196_2	45714	22857	68571	0.414031	0.414035	0.414031	0.241059	0.241061	0.241059	2.64	0.259	0.341	0.716	0.449	0.299	0.395	0.451	0.153	0.208	0.369
H0217TS167_2__H0217TS312_4	45714	41163	86877	0.480502	0.802274	0.798954	0.207046	0.528872	0.464116	3.62	0.595	0.642	0.676	0.612	0.593	0.478	0.529	0.443	0.497	0.703
H0217TS167_3__H0217TS051_1	22857	38579	61436	0.258477	0.503891	0.503815	0	0.049688	0.049419	2.36	0.075	0.067	0.124	0.057	0.181	0.025	0.055	0.025	0.055	0.241
H0217TS167_4__H0217TS022_2	45714	37654	83368	0.320963	0.775302	0.775302	0	0.568297	0.568297	3.56	0.62	0.652	0.805	0.708	0.581	0.653	0.708	0.653	0.708	0.601
H0217TS191_2__H0217TS079_5	39680	22851	62531	0.315802	0.329874	0.315802	0.033509	0.079217	0.033509	2.67	0.198	0.1	0.199	0.134	0.184	0.192	0.073	0.06	0.037	0.359
H0217TS196_2__H0217TS462_4	22857	45714	68571	0.84453	0.844568	0.84453	0.751858	0.751858	0.751858	3.03	0.838	0.327	0.862	0.429	0.289	0.592	0.557	0.592	0.557	0.72
H0217TS208_2__H0217TS167_1	22857	45714	68571	0.897944	0.897948	0.897944	0.606233	0.606246	0.606233	3.02	0.654	0.317	0.616	0.45	0.325	0.474	0.481	0.474	0.481	0.752
H0217TS208_2__H0217TS286_4	22857	45714	68571	0.716569	0.717916	0.716569	0.186949	0.186949	0.186949	3.02	0.255	0.214	0.375	0.201	0.213	0.232	0.221	0.232	0.221	0.695
H0217TS219_1__H0217TS322_2	22851	45702	68553	0.869941	0.892509	0.869941	0.090283	0.364626	0.090283	3.2	0.529	0.236	0.555	0.288	0.279	0.476	0.441	0.476	0.441	0.683
H0217TS219_2__H0217TS294_2	22851	41163	64014	0.271888	0.778518	0.773917	0	0.181889	0.147622	2.52	0.524	0.174	0.245	0.194	0.261	0.308	0.093	0.308	0.093	0.747
H0217TS221_1__H0217TS286_2	45714	45714	91428	0.834327	0.834328	0.834327	0.455783	0.455783	0.455783	3.85	0.523	0.555	0.555	0.571	0.532	0.377	0.441	0.377	0.441	0.704
H0217TS221_3__H0217TS375_2	45714	22857	68571	0.408198	0.408466	0.408198	0.222337	0.224247	0.222337	2.77	0.259	0.3	0.712	0.393	0.299	0.48	0.508	0.154	0.191	0.374
H0217TS221_4__H0217TS196_3	45714	22857	68571	0.392724	0.393449	0.392724	0.196229	0.197997	0.196229	2.7	0.227	0.267	0.651	0.348	0.267	0.408	0.487	0.146	0.169	0.367
H0217TS241_1__H0217TS369_4	32002	22851	54853	0.205951	0.630008	0.630008	0	0.355622	0.355622	1.79	0.368	0.41	0.722	0.523	0.413	0.537	0.495	0.283	0.276	0.538
H0217TS261_2__H0217TS219_3	22851	22851	45702	0.725133	0.725133	0.725133	0.194741	0.194741	0.194741	1.51	0.258	0.175	0.175	0.184	0.433	0.255	0.181	0.255	0.181	0.617
H0217TS261_3__H0217TS139_3	22851	42096	64947	0.679868	0.686953	0.679868	0.139967	0.226543	0.139967	2.99	0.285	0.19	0.514	0.202	0.205	0.381	0.393	0.381	0.393	0.696
H0217TS262_1__H0217TS331_5	45702	38579	84281	0.231502	0.708443	0.708404	0	0.488284	0.487971	3.54	0.598	0.675	0.835	0.688	0.623	0.709	0.69	0.663	0.636	0.727
H0217TS262_2__H0217TS494_1	45702	34264	79966	0.580283	0.59313	0.580561	0.14158	0.344544	0.14158	3.41	0.423	0.535	0.702	0.525	0.484	0.601	0.586	0.601	0.586	0.58
H0217TS262_4__H0217TS298_4	45702	22851	68553	0.390961	0.391948	0.390961	0.151577	0.153649	0.151577	2.65	0.187	0.269	0.786	0.315	0.233	0.417	0.423	0.139	0.126	0.365
H0217TS264_1__H0217TS059_3	41163	42096	83259	0.454039	0.756579	0.751758	0.116691	0.386836	0.325017	3.66	0.425	0.475	0.563	0.404	0.479	0.445	0.508	0.445	0.508	0.741
H0217TS267_1__H0217TS191_3	22857	38191	61048	0.558758	0.586113	0.558007	0.195175	0.506528	0.195175	2.89	0.475	0.123	0.283	0.17	0.171	0.372	0.442	0.372	0.442	0.628
H0217TS267_2__H0217TS261_4	22857	22851	45708	0.772363	0.772363	0.772363	0.566655	0.566655	0.566655	1.45	0.663	0.399	0.399	0.455	0.448	0.409	0.483	0.409	0.483	0.71
H0217TS274_3__H0217TS369_3	34264	22851	57115	0.392792	0.400277	0.392969	0.106215	0.239502	0.106215	2.39	0.266	0.299	0.838	0.39	0.278	0.712	0.744	0.228	0.282	0.365
H0217TS274_4__H0217TS148_4	34264	22857	57121	0.403036	0.410704	0.403264	0.111123	0.248481	0.111123	2.33	0.264	0.292	0.838	0.391	0.246	0.675	0.8	0.233	0.305	0.365
H0217TS274_5__H0217TS319_4	34264	38579	72843	0.234965	0.705258	0.686265	0	0.600407	0.269559	3.21	0.724	0.7	0.84	0.698	0.607	0.758	0.755	0.674	0.682	0.727
H0217TS284_3__H0217TS456_2	22857	37654	60511	0.273793	0.765478	0.765031	0	0.531747	0.531747	2.76	0.569	0.306	0.872	0.437	0.293	0.593	0.691	0.593	0.691	0.619
H0217TS284_4__H0217TS110_1	22857	45714	68571	0.856446	0.861513	0.856446	0.533904	0.639481	0.533904	3.13	0.705	0.272	0.776	0.383	0.277	0.532	0.584	0.532	0.584	0.749
H0217TS286_5__H0217TS298_2	45714	22851	68565	0.368771	0.371008	0.368771	0.169618	0.169618	0.169618	2.78	0.188	0.316	0.645	0.32	0.244	0.353	0.343	0.126	0.136	0.355
H0217TS294_1__H0217TS301_5	45714	22857	68571	0.140517	0.442365	0.439912	0	0.265137	0.223423	2.68	0.285	0.304	0.778	0.428	0.314	0.594	0.548	0.206	0.184	0.387
H0217TS298_1__H0217TS264_5	22851	41163	64014	0.709131	0.849299	0.846007	0.503596	0.589364	0.503596	2.4	0.686	0.31	0.746	0.371	0.279	0.503	0.486	0.503	0.486	0.717
H0217TS298_2__H0217TS393_1	22851	22857	45708	0.857776	0.857776	0.857776	0.631314	0.631314	0.631314	1.44	0.764	0.792	0.792	0.74	0.684	0.567	0.571	0.567	0.571	0.724
H0217TS298_4__H0217TS059_1	22851	42096	64947	0.726903	0.743295	0.726903	0.313844	0.47007	0.313844	2.98	0.606	0.255	0.507	0.279	0.253	0.538	0.606	0.538	0.606	0.378
H0217TS301_4__H0217TS051_1	22857	38579	61436	0.287347	0.864334	0.858851	0	0.602697	0.496563	2.43	0.655	0.33	0.795	0.453	0.309	0.578	0.643	0.578	0.643	0.714
H0217TS301_4__H0217TS148_3	22857	41163	64020	0.747382	0.906719	0.902821	0.467621	0.539795	0.467621	2.44	0.605	0.316	0.692	0.392	0.306	0.452	0.518	0.452	0.518	0.706
H0217TS301_5__H0217TS028_2	22857	45714	68571	0.859309	0.865312	0.859309	0.515554	0.6284	0.515554	3.12	0.686	0.294	0.663	0.4	0.294	0.521	0.519	0.521	0.519	0.725
H0217TS304_1__H0217TS208_4	22857	22857	45714	0.909131	0.909131	0.909131	0.647593	0.647593	0.647593	1.45	0.742	0.673	0.673	0.705	0.657	0.525	0.576	0.525	0.576	0.88
H0217TS304_4__H0217TS475_1	22857	22857	45714	0.898601	0.898601	0.898601	0.591664	0.591664	0.591664	1.44	0.668	0.622	0.622	0.677	0.549	0.445	0.434	0.445	0.434	0.717
H0217TS312_2__H0217TS425_4	41163	38579	79742	0.428457	0.858384	0.858384	0.003605	0.622976	0.622302	2.95	0.707	0.825	0.872	0.778	0.735	0.623	0.685	0.623	0.685	0.821
H0217TS312_5__H0217TS294_3	41163	45714	86877	0.438725	0.879047	0.879047	0.00305	0.598635	0.598635	3.8	0.692	0.708	0.741	0.683	0.637	0.536	0.493	0.536	0.493	0.805
H0217TS319_4__H0217TS164_1	38579	25218	63797	0.171474	0.543846	0.539312	0	0.356934	0.281136	2.37	0.382	0.434	0.786	0.529	0.432	0.615	0.705	0.307	0.359	0.497
H0217TS331_2__H0217TS322_1	38579	45702	84281	0.267291	0.807388	0.794594	0	0.456221	0.242392	3.82	0.49	0.279	0.51	0.262	0.372	0.592	0.584	0.592	0.584	0.847
H0217TS331_3__H0217TS059_4	38579	42096	80675	0.239595	0.774964	0.76707	0	0.38599	0.250551	3.68	0.433	0.403	0.534	0.365	0.474	0.589	0.552	0.589	0.552	0.792
H0217TS345_1__H0217TS286_3	38579	22857	61436	0.161539	0.473226	0.470421	0	0.27404	0.225625	2.24	0.295	0.322	0.733	0.431	0.296	0.563	0.705	0.206	0.286	0.429
H0217TS345_2__H0217TS014_2	38579	45702	84281	0.26809	0.839972	0.823163	0	0.60756	0.314332	3.67	0.656	0.747	0.819	0.693	0.646	0.566	0.627	0.566	0.627	0.795
H0217TS345_3__H0217TS369_3	38579	22851	61430	0.163093	0.489434	0.489434	0	0.292811	0.292811	2.22	0.308	0.342	0.783	0.453	0.331	0.589	0.756	0.245	0.308	0.423
H0217TS345_3__H0217TS450_4	38579	22857	61436	0.110204	0.506946	0.506946	0	0.3099	0.3099	2.23	0.326	0.337	0.715	0.457	0.323	0.594	0.757	0.247	0.309	0.423
H0217TS345_5__H0217TS294_1	38579	45714	84293	0.915084	0.915086	0.915084	0.725368	0.725368	0.725368	3.66	0.827	0.717	0.777	0.741	0.677	0.749	0.786	0.749	0.786	0.846
H0217TS369_2__H0217TS191_1	22851	39680	62531	0.549694	0.581107	0.549694	0.134171	0.387929	0.134171	3.09	0.398	0.078	0.177	0.108	0.168	0.306	0.305	0.306	0.305	0.612
H0217TS369_2__H0217TS221_4	22851	45714	68565	0.816493	0.816556	0.816493	0.516722	0.516722	0.516722	3.11	0.693	0.252	0.568	0.341	0.268	0.429	0.369	0.429	0.369	0.718
H0217TS369_4__H0217TS301_5	22851	22857	45708	0.892977	0.892977	0.892977	0.658869	0.658869	0.658869	1.46	0.811	0.696	0.696	0.729	0.689	0.618	0.607	0.618	0.607	0.773
H0217TS369_5__H0217TS075_5	22851	22857	45708	0.890287	0.890287	0.890287	0.665925	0.665925	0.665925	1.43	0.82	0.638	0.638	0.707	0.669	0.594	0.554	0.594	0.554	0.786
H0217TS375_1__H0217TS312_3	22857	41163	64020	0.746138	0.904825	0.900344	0.500029	0.584182	0.500029	2.42	0.642	0.328	0.724	0.404	0.312	0.539	0.553	0.539	0.553	0.722
H0217TS375_3__H0217TS261_2	22857	22851	45708	0.774607	0.774607	0.774607	0.453042	0.453042	0.453042	1.46	0.531	0.428	0.428	0.467	0.493	0.365	0.416	0.365	0.416	0.685
H0217TS375_3__H0217TS304_1	22857	22857	45714	0.919228	0.919228	0.919228	0.713576	0.713576	0.713576	1.43	0.789	0.794	0.794	0.796	0.749	0.587	0.632	0.587	0.632	0.842
