model	rmsd
model_1k1i_377.cif	5.35
model_1k1i_379.cif	4.52
model_1k1i_384.cif	2.00
model_1k1i_385.cif	7.41
model_1k1i_40.cif	3.30
model_1k1i_401.cif	5.46
model_1k1i_404.cif	5.87
model_1k1i_406.cif	4.79
model_1k1i_430.cif	5.00
model_1k1i_434.cif	5.56
model_1k1i_447.cif	4.22
model_1k1i_45.cif	2.67
model_1k1i_464.cif	7.22
model_1k1i_475.cif	6.21
model_1k1i_495.cif	3.00
model_1k1i_496.cif	6.84
model_1k1i_513.cif	7.09
model_1k1i_521.cif	6.62
model_1k1i_523.cif	6.63
model_1k1i_55.cif	3.81
model_1k1i_550.cif	7.96
model_1k1i_563.cif	4.30
model_1k1i_565.cif	7.47
model_1k1i_567.cif	7.27
model_1k1i_571.cif	6.14
model_1k1i_576.cif	7.78
model_1k1i_581.cif	5.04
model_1k1i_600.cif	8.02
model_1k1i_620.cif	8.37
model_1k1i_650.cif	5.01
model_1k1i_666.cif	7.02
model_1k1i_675.cif	7.92
model_1k1i_68.cif	3.72
model_1k1i_69.cif	2.69
model_1k1i_692.cif	5.64
model_1k1i_693.cif	6.28
model_1k1i_698.cif	7.51
model_1k1i_701.cif	2.68
model_1k1i_702.cif	3.03
model_1k1i_703.cif	1.33
model_1k1i_71.cif	1.97
model_1k1i_723.cif	2.85
model_1k1i_79.cif	1.99
model_1k1i_826.cif	2.98
model_1k1i_871.cif	6.12
model_1k1i_896.cif	1.65
model_1k1i_900.cif	1.50
model_1k1i_919.cif	0.95
model_1k1i_938.cif	1.30
model_1k1i_942.cif	3.88
model_1k1i_97.cif	1.96
model_1k1i_ligand.cif	0.00
model_1lpg_106.cif	4.05
model_1lpg_122.cif	8.16
model_1lpg_149.cif	3.62
model_1lpg_16.cif	5.16
model_1lpg_198.cif	7.53
model_1lpg_212.cif	1.61
model_1lpg_227.cif	0.96
model_1lpg_237.cif	1.01
model_1lpg_239.cif	3.47
model_1lpg_244.cif	0.75
model_1lpg_249.cif	5.16
model_1lpg_253.cif	0.78
model_1lpg_254.cif	0.74
model_1lpg_256.cif	0.98
model_1lpg_262.cif	1.62
model_1lpg_266.cif	1.02
model_1lpg_273.cif	2.75
model_1lpg_282.cif	0.87
model_1lpg_285.cif	0.76
model_1lpg_286.cif	0.66
model_1lpg_290.cif	1.37
model_1lpg_296.cif	2.71
model_1lpg_311.cif	6.16
model_1lpg_319.cif	4.22
model_1lpg_320.cif	5.24
model_1lpg_323.cif	9.52
model_1lpg_327.cif	6.19
model_1lpg_348.cif	8.58
model_1lpg_398.cif	3.27
model_1lpg_403.cif	5.05
model_1lpg_404.cif	4.58
model_1lpg_405.cif	8.50
model_1lpg_407.cif	1.94
model_1lpg_41.cif	9.53
model_1lpg_412.cif	7.14
model_1lpg_420.cif	2.24
model_1lpg_434.cif	1.89
model_1lpg_441.cif	2.17
model_1lpg_444.cif	4.44
model_1lpg_447.cif	4.53
model_1lpg_448.cif	6.73
model_1lpg_451.cif	9.80
model_1lpg_455.cif	4.23
model_1lpg_460.cif	5.75
model_1lpg_462.cif	1.81
model_1lpg_468.cif	9.02
model_1lpg_480.cif	2.56
model_1lpg_488.cif	6.67
model_1lpg_492.cif	4.09
model_1lpg_495.cif	8.56
model_1lpg_497.cif	7.56
model_1lpg_499.cif	9.12
model_1lpg_500.cif	6.77
model_1lpg_514.cif	3.56
model_1lpg_522.cif	7.85
model_1lpg_532.cif	9.41
model_1lpg_538.cif	2.49
model_1lpg_539.cif	7.01
model_1lpg_551.cif	6.49
model_1lpg_552.cif	4.93
model_1lpg_555.cif	8.82
model_1lpg_556.cif	3.39
model_1lpg_559.cif	3.33
model_1lpg_562.cif	9.12
model_1lpg_570.cif	6.03
model_1lpg_575.cif	7.51
model_1lpg_582.cif	7.28
model_1lpg_585.cif	9.30
model_1lpg_589.cif	2.12
model_1lpg_599.cif	9.97
model_1lpg_61.cif	3.54
model_1lpg_619.cif	6.30
model_1lpg_623.cif	5.56
model_1lpg_639.cif	8.18
model_1lpg_642.cif	8.43
model_1lpg_645.cif	6.05
model_1lpg_646.cif	9.14
model_1lpg_656.cif	8.19
model_1lpg_665.cif	8.67
model_1lpg_670.cif	7.84
model_1lpg_678.cif	5.87
model_1lpg_679.cif	7.82
model_1lpg_687.cif	8.39
model_1lpg_695.cif	6.00
model_1lpg_703.cif	0.75
model_1lpg_733.cif	1.29
model_1lpg_734.cif	0.96
model_1lpg_740.cif	4.97
model_1lpg_75.cif	7.46
model_1lpg_750.cif	5.01
model_1lpg_751.cif	6.00
model_1lpg_791.cif	3.00
model_1lpg_86.cif	1.86
model_1lpg_866.cif	6.18
model_1lpg_885.cif	3.86
model_1lpg_925.cif	3.73
model_1lpg_958.cif	4.12
model_1lpg_972.cif	2.85
model_1lpg_98.cif	3.95
model_1lpg_994.cif	2.45
model_1lpg_ligand.cif	0.00
model_1mq6_110.cif	5.98
model_1mq6_126.cif	9.58
model_1mq6_129.cif	0.70
model_1mq6_134.cif	6.78
model_1mq6_140.cif	6.00
model_1mq6_145.cif	7.11
model_1mq6_156.cif	6.09
model_1mq6_174.cif	7.05
model_1mq6_200.cif	6.08
model_1mq6_205.cif	1.00
model_1mq6_226.cif	0.89
model_1mq6_266.cif	2.06
model_1mq6_369.cif	4.96
model_1mq6_381.cif	5.56
model_1mq6_390.cif	7.12
model_1mq6_391.cif	2.16
model_1mq6_394.cif	9.36
model_1mq6_406.cif	1.34
model_1mq6_409.cif	2.01
model_1mq6_411.cif	2.48
model_1mq6_416.cif	1.99
model_1mq6_419.cif	1.71
model_1mq6_431.cif	3.91
model_1mq6_432.cif	7.61
model_1mq6_435.cif	3.10
model_1mq6_441.cif	7.51
model_1mq6_451.cif	4.40
model_1mq6_453.cif	4.45
model_1mq6_46.cif	6.99
model_1mq6_472.cif	8.07
model_1mq6_482.cif	2.87
model_1mq6_486.cif	3.24
model_1mq6_488.cif	6.96
model_1mq6_489.cif	1.65
model_1mq6_509.cif	8.39
model_1mq6_519.cif	5.18
model_1mq6_538.cif	4.74
model_1mq6_541.cif	3.81
model_1mq6_552.cif	5.29
model_1mq6_563.cif	1.60
model_1mq6_578.cif	6.75
model_1mq6_585.cif	8.53
model_1mq6_586.cif	6.93
model_1mq6_596.cif	8.85
model_1mq6_598.cif	6.42
model_1mq6_613.cif	3.57
model_1mq6_630.cif	8.94
model_1mq6_632.cif	7.59
model_1mq6_645.cif	8.28
model_1mq6_662.cif	7.47
model_1mq6_677.cif	9.44
model_1mq6_686.cif	8.57
model_1mq6_690.cif	8.28
model_1mq6_691.cif	9.71
model_1mq6_695.cif	4.70
model_1mq6_722.cif	0.66
model_1mq6_723.cif	0.76
model_1mq6_748.cif	6.24
model_1mq6_750.cif	1.80
model_1mq6_755.cif	8.06
model_1mq6_776.cif	4.27
model_1mq6_777.cif	4.78
model_1mq6_798.cif	0.76
model_1mq6_805.cif	1.47
model_1mq6_848.cif	1.55
model_1mq6_854.cif	5.03
model_1mq6_861.cif	7.63
model_1mq6_882.cif	2.06
model_1mq6_886.cif	0.51
model_1mq6_889.cif	1.86
model_1mq6_891.cif	0.98
model_1mq6_902.cif	1.63
model_1mq6_907.cif	1.00
model_1mq6_909.cif	0.97
model_1mq6_910.cif	2.02
model_1mq6_914.cif	2.77
model_1mq6_920.cif	4.84
model_1mq6_931.cif	4.71
model_1mq6_932.cif	7.15
model_1mq6_933.cif	5.25
model_1mq6_935.cif	3.11
model_1mq6_951.cif	3.72
model_1mq6_956.cif	5.72
model_1mq6_961.cif	4.51
model_1mq6_962.cif	2.32
model_1mq6_967.cif	7.62
model_1mq6_968.cif	5.82
model_1mq6_969.cif	3.69
model_1mq6_970.cif	6.27
model_1mq6_974.cif	3.61
model_1mq6_975.cif	8.19
model_1mq6_976.cif	5.65
model_1mq6_977.cif	2.87
model_1mq6_978.cif	3.25
model_1mq6_ligand.cif	0.00
model_1nc1_103.cif	9.81
model_1nc1_121.cif	9.93
model_1nc1_126.cif	9.63
model_1nc1_13.cif	0.70
model_1nc1_133.cif	9.80
model_1nc1_142.cif	9.91
model_1nc1_144.cif	1.10
model_1nc1_152.cif	9.96
model_1nc1_161.cif	9.92
model_1nc1_172.cif	9.93
model_1nc1_18.cif	0.58
model_1nc1_207.cif	0.79
model_1nc1_275.cif	1.20
model_1nc1_410.cif	2.26
model_1nc1_422.cif	5.32
model_1nc1_427.cif	1.81
model_1nc1_431.cif	1.01
model_1nc1_437.cif	5.13
model_1nc1_441.cif	5.15
model_1nc1_443.cif	1.19
model_1nc1_449.cif	2.19
model_1nc1_473.cif	2.49
model_1nc1_480.cif	4.95
model_1nc1_495.cif	2.84
model_1nc1_498.cif	5.25
model_1nc1_513.cif	6.77
model_1nc1_526.cif	1.85
model_1nc1_527.cif	6.60
model_1nc1_529.cif	2.08
model_1nc1_536.cif	1.14
model_1nc1_538.cif	5.56
model_1nc1_539.cif	5.39
model_1nc1_546.cif	6.74
model_1nc1_550.cif	6.55
model_1nc1_551.cif	4.99
model_1nc1_552.cif	5.79
model_1nc1_558.cif	1.45
model_1nc1_566.cif	2.66
model_1nc1_570.cif	2.19
model_1nc1_573.cif	6.63
model_1nc1_575.cif	1.55
model_1nc1_576.cif	5.00
model_1nc1_585.cif	4.97
model_1nc1_587.cif	6.49
model_1nc1_591.cif	6.09
model_1nc1_596.cif	2.34
model_1nc1_597.cif	6.52
model_1nc1_598.cif	7.60
model_1nc1_6.cif	0.51
model_1nc1_612.cif	5.22
model_1nc1_615.cif	0.95
model_1nc1_62.cif	8.14
model_1nc1_624.cif	7.20
model_1nc1_634.cif	4.95
model_1nc1_643.cif	6.12
model_1nc1_648.cif	6.06
model_1nc1_659.cif	4.98
model_1nc1_661.cif	7.74
model_1nc1_663.cif	7.81
model_1nc1_664.cif	4.91
model_1nc1_665.cif	4.72
model_1nc1_667.cif	5.23
model_1nc1_670.cif	2.11
model_1nc1_685.cif	7.97
model_1nc1_690.cif	4.96
model_1nc1_692.cif	4.18
model_1nc1_695.cif	2.25
model_1nc1_696.cif	5.56
model_1nc1_724.cif	0.33
model_1nc1_739.cif	0.59
model_1nc1_75.cif	1.83
model_1nc1_763.cif	0.93
model_1nc1_853.cif	0.71
model_1nc1_865.cif	0.57
model_1nc1_ligand.cif	0.00
model_1nc3_178.cif	0.51
model_1nc3_408.cif	1.44
model_1nc3_409.cif	0.96
model_1nc3_437.cif	1.56
model_1nc3_442.cif	5.18
model_1nc3_454.cif	0.89
model_1nc3_466.cif	2.25
model_1nc3_471.cif	5.45
model_1nc3_478.cif	2.17
model_1nc3_488.cif	1.73
model_1nc3_490.cif	5.27
model_1nc3_491.cif	2.01
model_1nc3_499.cif	1.89
model_1nc3_501.cif	0.87
model_1nc3_518.cif	1.89
model_1nc3_524.cif	5.73
model_1nc3_525.cif	1.62
model_1nc3_533.cif	0.87
model_1nc3_538.cif	0.97
model_1nc3_551.cif	5.66
model_1nc3_552.cif	2.48
model_1nc3_562.cif	6.24
model_1nc3_563.cif	2.33
model_1nc3_576.cif	1.57
model_1nc3_581.cif	5.88
model_1nc3_583.cif	2.18
model_1nc3_585.cif	4.96
model_1nc3_597.cif	2.03
model_1nc3_598.cif	1.03
model_1nc3_602.cif	3.04
model_1nc3_603.cif	5.08
model_1nc3_614.cif	4.48
model_1nc3_615.cif	5.00
model_1nc3_622.cif	4.76
model_1nc3_625.cif	2.59
model_1nc3_634.cif	3.07
model_1nc3_639.cif	4.85
model_1nc3_646.cif	6.23
model_1nc3_658.cif	7.24
model_1nc3_664.cif	5.44
model_1nc3_665.cif	5.75
model_1nc3_667.cif	1.77
model_1nc3_669.cif	4.51
model_1nc3_681.cif	6.37
model_1nc3_688.cif	3.00
model_1nc3_692.cif	2.37
model_1nc3_695.cif	6.05
model_1nc3_696.cif	5.14
model_1nc3_698.cif	6.15
model_1nc3_699.cif	6.37
model_1nc3_735.cif	1.02
model_1nc3_807.cif	0.80
model_1nc3_814.cif	0.68
model_1nc3_895.cif	0.50
model_1nc3_940.cif	0.68
model_1nc3_ligand.cif	0.00
model_1nvq_402.cif	2.65
model_1nvq_405.cif	0.92
model_1nvq_410.cif	4.94
model_1nvq_412.cif	0.87
model_1nvq_424.cif	3.10
model_1nvq_427.cif	5.01
model_1nvq_431.cif	5.47
model_1nvq_439.cif	5.81
model_1nvq_444.cif	4.85
model_1nvq_446.cif	1.50
model_1nvq_451.cif	4.21
model_1nvq_461.cif	1.90
model_1nvq_464.cif	5.24
model_1nvq_473.cif	2.09
model_1nvq_477.cif	1.35
model_1nvq_481.cif	5.40
model_1nvq_490.cif	4.51
model_1nvq_491.cif	2.12
model_1nvq_498.cif	3.02
model_1nvq_500.cif	3.23
model_1nvq_513.cif	5.76
model_1nvq_522.cif	6.06
model_1nvq_524.cif	1.68
model_1nvq_543.cif	4.53
model_1nvq_548.cif	3.46
model_1nvq_553.cif	2.46
model_1nvq_555.cif	3.45
model_1nvq_559.cif	1.80
model_1nvq_564.cif	6.39
model_1nvq_566.cif	3.02
model_1nvq_573.cif	6.22
model_1nvq_583.cif	4.99
model_1nvq_588.cif	4.22
model_1nvq_600.cif	2.26
model_1nvq_605.cif	2.10
model_1nvq_606.cif	1.66
model_1nvq_632.cif	1.12
model_1nvq_634.cif	2.82
model_1nvq_672.cif	1.23
model_1nvq_674.cif	2.39
model_1nvq_687.cif	3.58
model_1nvq_689.cif	4.66
model_1nvq_692.cif	5.50
model_1nvq_708.cif	0.73
model_1nvq_710.cif	0.21
model_1nvq_723.cif	0.87
model_1nvq_731.cif	1.16
model_1nvq_738.cif	0.46
model_1nvq_740.cif	1.91
model_1nvq_742.cif	4.10
model_1nvq_743.cif	3.93
model_1nvq_745.cif	2.85
model_1nvq_746.cif	4.02
model_1nvq_747.cif	5.85
model_1nvq_752.cif	3.70
model_1nvq_759.cif	6.53
model_1nvq_760.cif	6.54
model_1nvq_761.cif	6.52
model_1nvq_762.cif	6.44
model_1nvq_765.cif	8.84
model_1nvq_766.cif	8.47
model_1nvq_767.cif	5.20
model_1nvq_770.cif	6.93
model_1nvq_771.cif	2.98
model_1nvq_772.cif	9.87
model_1nvq_775.cif	7.56
model_1nvq_776.cif	6.98
model_1nvq_777.cif	5.45
model_1nvq_778.cif	8.66
model_1nvq_783.cif	3.31
model_1nvq_867.cif	0.78
model_1nvq_871.cif	0.85
model_1nvq_885.cif	6.24
model_1nvq_927.cif	0.40
model_1nvq_940.cif	0.24
model_1nvq_ligand.cif	0.00
model_1o0h_105.cif	8.88
model_1o0h_109.cif	9.41
model_1o0h_121.cif	9.34
model_1o0h_122.cif	4.92
model_1o0h_133.cif	6.14
model_1o0h_146.cif	5.08
model_1o0h_150.cif	2.98
model_1o0h_153.cif	5.77
model_1o0h_168.cif	1.86
model_1o0h_172.cif	8.69
model_1o0h_178.cif	7.36
model_1o0h_187.cif	8.39
model_1o0h_194.cif	6.98
model_1o0h_203.cif	6.99
model_1o0h_208.cif	9.90
model_1o0h_209.cif	7.23
model_1o0h_217.cif	8.96
model_1o0h_233.cif	9.59
model_1o0h_251.cif	3.67
model_1o0h_253.cif	1.14
model_1o0h_254.cif	0.73
model_1o0h_263.cif	1.81
model_1o0h_272.cif	0.77
model_1o0h_280.cif	9.65
model_1o0h_281.cif	1.91
model_1o0h_284.cif	0.39
model_1o0h_292.cif	2.28
model_1o0h_313.cif	6.71
model_1o0h_353.cif	0.92
model_1o0h_374.cif	9.03
model_1o0h_40.cif	7.45
model_1o0h_418.cif	9.12
model_1o0h_419.cif	5.81
model_1o0h_431.cif	8.47
model_1o0h_436.cif	6.82
model_1o0h_439.cif	4.28
model_1o0h_450.cif	8.63
model_1o0h_457.cif	8.21
model_1o0h_459.cif	7.05
model_1o0h_463.cif	6.25
model_1o0h_466.cif	8.11
model_1o0h_472.cif	8.12
model_1o0h_474.cif	7.84
model_1o0h_482.cif	7.58
model_1o0h_488.cif	6.84
model_1o0h_502.cif	2.41
model_1o0h_507.cif	4.01
model_1o0h_511.cif	2.03
model_1o0h_514.cif	5.64
model_1o0h_524.cif	2.55
model_1o0h_526.cif	4.59
model_1o0h_530.cif	5.23
model_1o0h_531.cif	3.95
model_1o0h_532.cif	4.35
model_1o0h_536.cif	7.45
model_1o0h_539.cif	3.22
model_1o0h_541.cif	1.92
model_1o0h_549.cif	3.60
model_1o0h_551.cif	8.66
model_1o0h_563.cif	7.56
model_1o0h_564.cif	2.05
model_1o0h_565.cif	6.11
model_1o0h_576.cif	6.29
model_1o0h_586.cif	9.66
model_1o0h_594.cif	7.08
model_1o0h_595.cif	3.20
model_1o0h_599.cif	1.55
model_1o0h_600.cif	1.29
model_1o0h_603.cif	2.49
model_1o0h_606.cif	3.32
model_1o0h_617.cif	4.15
model_1o0h_618.cif	5.62
model_1o0h_624.cif	5.66
model_1o0h_628.cif	4.83
model_1o0h_631.cif	1.87
model_1o0h_637.cif	2.56
model_1o0h_639.cif	9.01
model_1o0h_646.cif	3.80
model_1o0h_647.cif	2.33
model_1o0h_658.cif	6.62
model_1o0h_665.cif	3.28
model_1o0h_670.cif	7.30
model_1o0h_680.cif	4.28
model_1o0h_684.cif	3.56
model_1o0h_690.cif	5.77
model_1o0h_691.cif	3.82
model_1o0h_692.cif	5.75
model_1o0h_78.cif	0.60
model_1o0h_786.cif	5.74
model_1o0h_789.cif	5.00
model_1o0h_794.cif	4.33
model_1o0h_821.cif	0.67
model_1o0h_876.cif	0.58
model_1o0h_879.cif	2.66
model_1o0h_89.cif	9.13
model_1o0h_909.cif	1.60
model_1o0h_915.cif	0.91
model_1o0h_918.cif	0.93
model_1o0h_956.cif	1.14
model_1o0h_968.cif	0.85
model_1o0h_ligand.cif	0.00
model_1o3f_112.cif	9.54
model_1o3f_125.cif	8.83
model_1o3f_126.cif	9.14
model_1o3f_144.cif	9.51
model_1o3f_145.cif	8.71
model_1o3f_148.cif	9.04
model_1o3f_152.cif	8.48
model_1o3f_162.cif	9.55
model_1o3f_163.cif	9.61
model_1o3f_168.cif	8.84
model_1o3f_173.cif	9.46
model_1o3f_175.cif	9.62
model_1o3f_185.cif	9.83
model_1o3f_191.cif	9.05
model_1o3f_242.cif	2.22
model_1o3f_246.cif	1.82
model_1o3f_247.cif	3.80
model_1o3f_257.cif	4.02
model_1o3f_265.cif	1.42
model_1o3f_372.cif	0.49
model_1o3f_407.cif	2.35
model_1o3f_417.cif	1.99
model_1o3f_423.cif	4.97
model_1o3f_445.cif	6.02
model_1o3f_446.cif	2.26
model_1o3f_449.cif	4.96
model_1o3f_458.cif	0.79
model_1o3f_460.cif	2.67
model_1o3f_463.cif	5.23
model_1o3f_464.cif	4.94
model_1o3f_472.cif	5.71
model_1o3f_482.cif	2.40
model_1o3f_485.cif	0.98
model_1o3f_489.cif	3.50
model_1o3f_490.cif	5.18
model_1o3f_494.cif	3.19
model_1o3f_495.cif	2.72
model_1o3f_498.cif	2.12
model_1o3f_501.cif	0.99
model_1o3f_503.cif	0.65
model_1o3f_504.cif	0.94
model_1o3f_506.cif	1.10
model_1o3f_507.cif	3.68
model_1o3f_526.cif	3.23
model_1o3f_530.cif	3.37
model_1o3f_538.cif	0.75
model_1o3f_547.cif	6.47
model_1o3f_558.cif	5.41
model_1o3f_563.cif	5.23
model_1o3f_566.cif	5.18
model_1o3f_572.cif	1.58
model_1o3f_582.cif	5.99
model_1o3f_588.cif	5.41
model_1o3f_591.cif	3.96
model_1o3f_595.cif	5.54
model_1o3f_598.cif	5.78
model_1o3f_624.cif	1.42
model_1o3f_64.cif	2.00
model_1o3f_668.cif	2.00
model_1o3f_669.cif	2.32
model_1o3f_670.cif	1.26
model_1o3f_672.cif	3.41
model_1o3f_690.cif	3.50
model_1o3f_693.cif	6.10
model_1o3f_696.cif	2.28
model_1o3f_700.cif	3.79
model_1o3f_752.cif	0.66
model_1o3f_798.cif	1.57
model_1o3f_910.cif	0.58
model_1o3f_931.cif	0.83
model_1o3f_94.cif	2.02
model_1o3f_ligand.cif	0.00
model_1o5b_19.cif	0.83
model_1o5b_200.cif	3.89
model_1o5b_253.cif	2.11
model_1o5b_256.cif	2.99
model_1o5b_272.cif	0.76
model_1o5b_329.cif	0.60
model_1o5b_396.cif	0.56
model_1o5b_400.cif	0.41
model_1o5b_406.cif	4.78
model_1o5b_413.cif	1.93
model_1o5b_419.cif	1.20
model_1o5b_421.cif	0.75
model_1o5b_423.cif	0.92
model_1o5b_432.cif	1.27
model_1o5b_441.cif	2.21
model_1o5b_445.cif	4.55
model_1o5b_446.cif	2.15
model_1o5b_454.cif	1.25
model_1o5b_461.cif	1.31
model_1o5b_468.cif	0.91
model_1o5b_472.cif	1.06
model_1o5b_474.cif	4.40
model_1o5b_483.cif	0.84
model_1o5b_489.cif	4.94
model_1o5b_490.cif	2.15
model_1o5b_497.cif	4.74
model_1o5b_505.cif	4.81
model_1o5b_508.cif	1.06
model_1o5b_511.cif	5.38
model_1o5b_512.cif	3.93
model_1o5b_529.cif	6.62
model_1o5b_534.cif	4.20
model_1o5b_535.cif	5.14
model_1o5b_539.cif	3.41
model_1o5b_548.cif	5.41
model_1o5b_552.cif	6.92
model_1o5b_554.cif	2.66
model_1o5b_561.cif	5.17
model_1o5b_572.cif	5.26
model_1o5b_579.cif	4.94
model_1o5b_584.cif	3.65
model_1o5b_592.cif	7.14
model_1o5b_595.cif	5.22
model_1o5b_625.cif	1.77
model_1o5b_628.cif	5.14
model_1o5b_638.cif	1.43
model_1o5b_653.cif	2.49
model_1o5b_654.cif	3.40
model_1o5b_663.cif	2.16
model_1o5b_664.cif	1.12
model_1o5b_665.cif	0.91
model_1o5b_681.cif	2.32
model_1o5b_699.cif	4.10
model_1o5b_722.cif	5.79
model_1o5b_723.cif	8.05
model_1o5b_724.cif	3.02
model_1o5b_725.cif	7.38
model_1o5b_726.cif	8.42
model_1o5b_731.cif	7.02
model_1o5b_732.cif	7.00
model_1o5b_739.cif	6.44
model_1o5b_740.cif	8.28
model_1o5b_744.cif	3.00
model_1o5b_747.cif	8.15
model_1o5b_750.cif	8.42
model_1o5b_751.cif	8.77
model_1o5b_755.cif	8.28
model_1o5b_756.cif	6.41
model_1o5b_760.cif	8.31
model_1o5b_762.cif	6.06
model_1o5b_764.cif	7.57
model_1o5b_765.cif	6.24
model_1o5b_79.cif	3.06
model_1o5b_807.cif	6.23
model_1o5b_813.cif	6.65
model_1o5b_827.cif	8.73
model_1o5b_832.cif	6.49
model_1o5b_836.cif	7.40
model_1o5b_844.cif	7.69
model_1o5b_857.cif	7.50
model_1o5b_860.cif	7.55
model_1o5b_865.cif	8.01
model_1o5b_892.cif	3.57
model_1o5b_903.cif	5.48
model_1o5b_911.cif	4.76
model_1o5b_936.cif	5.67
model_1o5b_943.cif	7.67
model_1o5b_957.cif	3.66
model_1o5b_959.cif	7.51
model_1o5b_963.cif	3.83
model_1o5b_ligand.cif	0.00
model_1owh_159.cif	2.11
model_1owh_174.cif	6.60
model_1owh_187.cif	6.57
model_1owh_210.cif	0.90
model_1owh_213.cif	3.34
model_1owh_216.cif	2.07
model_1owh_217.cif	2.21
model_1owh_225.cif	3.05
model_1owh_227.cif	4.09
model_1owh_229.cif	6.98
model_1owh_232.cif	2.55
model_1owh_234.cif	2.00
model_1owh_245.cif	2.80
model_1owh_253.cif	4.06
model_1owh_255.cif	3.61
model_1owh_258.cif	6.85
model_1owh_260.cif	4.02
model_1owh_265.cif	1.38
model_1owh_266.cif	4.02
model_1owh_269.cif	6.77
model_1owh_280.cif	6.84
model_1owh_283.cif	3.89
model_1owh_285.cif	6.93
model_1owh_289.cif	1.60
model_1owh_291.cif	1.21
model_1owh_3.cif	0.66
model_1owh_307.cif	0.53
model_1owh_391.cif	0.26
model_1owh_431.cif	2.93
model_1owh_458.cif	7.93
model_1owh_470.cif	7.28
model_1owh_492.cif	3.16
model_1owh_509.cif	6.26
model_1owh_512.cif	7.50
model_1owh_514.cif	3.93
model_1owh_519.cif	5.53
model_1owh_523.cif	5.89
model_1owh_528.cif	5.97
model_1owh_529.cif	6.33
model_1owh_530.cif	8.10
model_1owh_532.cif	0.90
model_1owh_535.cif	5.32
model_1owh_538.cif	3.80
model_1owh_540.cif	0.58
model_1owh_550.cif	6.28
model_1owh_553.cif	8.39
model_1owh_562.cif	8.35
model_1owh_573.cif	7.63
model_1owh_595.cif	8.03
model_1owh_607.cif	1.74
model_1owh_610.cif	4.31
model_1owh_614.cif	1.00
model_1owh_629.cif	7.35
model_1owh_639.cif	3.51
model_1owh_641.cif	1.72
model_1owh_648.cif	2.15
model_1owh_673.cif	7.32
model_1owh_681.cif	7.50
model_1owh_701.cif	0.59
model_1owh_737.cif	4.08
model_1owh_739.cif	3.11
model_1owh_745.cif	8.06
model_1owh_749.cif	4.93
model_1owh_750.cif	4.59
model_1owh_756.cif	7.85
model_1owh_757.cif	7.79
model_1owh_760.cif	8.78
model_1owh_762.cif	4.90
model_1owh_764.cif	5.00
model_1owh_767.cif	8.74
model_1owh_771.cif	5.70
model_1owh_773.cif	2.01
model_1owh_774.cif	5.70
model_1owh_778.cif	2.76
model_1owh_779.cif	5.80
model_1owh_780.cif	5.79
model_1owh_782.cif	5.63
model_1owh_786.cif	8.41
model_1owh_787.cif	2.33
model_1owh_788.cif	3.23
model_1owh_789.cif	8.16
model_1owh_795.cif	8.70
model_1owh_797.cif	9.45
model_1owh_798.cif	9.81
model_1owh_894.cif	1.06
model_1owh_917.cif	7.24
model_1owh_921.cif	1.36
model_1owh_935.cif	0.97
model_1owh_938.cif	0.85
model_1owh_977.cif	1.46
model_1owh_990.cif	1.75
model_1owh_ligand.cif	0.00
model_1oyt_24.cif	6.38
model_1oyt_401.cif	3.98
model_1oyt_405.cif	2.99
model_1oyt_412.cif	6.92
model_1oyt_414.cif	3.23
model_1oyt_423.cif	6.06
model_1oyt_425.cif	4.81
model_1oyt_437.cif	4.84
model_1oyt_448.cif	2.70
model_1oyt_449.cif	4.12
model_1oyt_451.cif	5.99
model_1oyt_454.cif	3.50
model_1oyt_455.cif	2.28
model_1oyt_463.cif	6.51
model_1oyt_468.cif	6.97
model_1oyt_475.cif	3.64
model_1oyt_477.cif	7.05
model_1oyt_481.cif	0.86
model_1oyt_484.cif	3.60
model_1oyt_493.cif	2.60
model_1oyt_505.cif	0.97
model_1oyt_506.cif	0.99
model_1oyt_507.cif	1.13
model_1oyt_513.cif	0.91
model_1oyt_521.cif	3.13
model_1oyt_524.cif	1.24
model_1oyt_527.cif	7.28
model_1oyt_529.cif	1.26
model_1oyt_530.cif	5.05
model_1oyt_542.cif	4.63
model_1oyt_551.cif	7.04
model_1oyt_553.cif	2.98
model_1oyt_558.cif	1.50
model_1oyt_559.cif	9.36
model_1oyt_561.cif	1.16
model_1oyt_564.cif	5.26
model_1oyt_569.cif	5.07
model_1oyt_572.cif	7.07
model_1oyt_575.cif	2.32
model_1oyt_582.cif	3.09
model_1oyt_586.cif	1.45
model_1oyt_59.cif	0.51
model_1oyt_599.cif	5.76
model_1oyt_603.cif	6.56
model_1oyt_612.cif	7.03
model_1oyt_621.cif	4.09
model_1oyt_623.cif	4.61
model_1oyt_627.cif	1.56
model_1oyt_637.cif	6.32
model_1oyt_639.cif	1.85
model_1oyt_64.cif	0.53
model_1oyt_644.cif	6.00
model_1oyt_647.cif	5.23
model_1oyt_651.cif	6.67
model_1oyt_658.cif	7.08
model_1oyt_663.cif	3.99
model_1oyt_674.cif	6.42
model_1oyt_675.cif	5.95
model_1oyt_679.cif	1.53
model_1oyt_680.cif	2.01
model_1oyt_684.cif	4.47
model_1oyt_690.cif	3.27
model_1oyt_691.cif	7.07
model_1oyt_692.cif	2.42
model_1oyt_696.cif	6.70
model_1oyt_711.cif	0.40
model_1oyt_749.cif	4.54
model_1oyt_789.cif	3.14
